SCHOOL_DISTRICT_CODE,SCHOOL_DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SCHOOL_CITY,SCHOOL_POSTAL_CODE
9849,Milo Alphabets Kindergarten Society,0170,Milo ECS School,Milo,T0L1L0
9000,Other Schools,0343,Excalibur Learning Resource Centre,Red Deer,T4N6H3
0087,Beaufort Delta Divisional Education Council,0357,Chief Paul Niditchie School,Tsiigehtchic,X0E0B0
0077,New Heights School and Learning Services Society,0432,New Heights School and Learning Services,Calgary,T3E7J9
4330,The East Central Alberta Catholic Separate School Division,0433,Blessed Sacrament Outreach School,Wainwright,T9W1C4
0070,Yukon Public Schools,0466,Kluane Lake School,Kluane Lake,Y0B1H0
9029,Augustana University College,0495,Augustana University College (ASN),Edmonton,T5K0L2
0283,Burman University,0496,Burman University (ASN),Edmonton,T5K0L2
9239,Portage College,0513,Portage College (ASN),Edmonton,T5K0L2
0023,Third Academy International Ltd.,0522,The Third Academy of Lethbridge,Lethbridge,T2J2T9
2155,The Golden Hills School Division,0575,Wintering Hills,Strathmore,T1P1J4
9702,Andrew Kindergarten Assoc,0649,Andrew School ECS,,
9749,Crestomere & Dist ECS Society,0716,Crestomere School,Lacombe,T4L2N3
9573,Altario ECS,0721,Altario School ECS,,
9579,Bowden ECS,0727,Grandview School ECS,Bowden,T0M0K0
9603,Oriole Pk K Soc,0753,Missionary Church ECS,,
3030,The Calgary School Division,9829,William Aberhart High School,Calgary,T2M4G9
3030,The Calgary School Division,9847,Bowness High School,Calgary,T3B2N6
9668,I L Peretz Sch Assoc,9912,I L Peretz School,,
9072,Strathcona-Tweedsmuir School,9922,Strathcona-Tweedsmuir School,Okotoks,T1S1A2
9325,North Calgary Christian Academy Foundation,9967,Providence Christian Academy,Calgary,T2T4J1
2255,The Palliser School Division,9978,Calgary Christian High School,Calgary,T3E0R5
3030,The Calgary School Division,9817,Chinook Learning Services,Calgary,T3E1L2
3030,The Calgary School Division,9818,Riverside Bungalow,Calgary,T2E0G3
2125,The Board of Trustees of Aspen View Public Schools,1546,Centre for Alternative and Virtual Education,Athabasca,T9S1R2
3260,The Board of Trustees of Fort McMurray Public School Division,1844,Thickwood Heights School,Fort McMurray,T9H3A1
4160,The Fort McMurray Roman Catholic Separate School Division,1899,Father Patrick Mercredi Community School,Fort McMurray,T9H4V6
0314,North Point School for Boys,1982,North Point School - DSEPS,Calgary,T2T0W3
9309,Tsuut'ina Nation Education Department,1999,Chief Big Belly Middle School,Tsuu T'ina,T2W6H6
3260,The Board of Trustees of Fort McMurray Public School Division,2075,Christina Gordon Public School,Fort McMurray,T9K0H6
9216,NorQuest College,2098,NorQuest College (Stony Plain),Stony Plain,T7V1L1
0124,created in error,2128,created in error,,
1135,The Livingstone Range School Division,2137,Jumbo Valley Hutterite Colony School,Fort Macleod,T0L0Z0
2305,The Parkland School Division,2214,Tomahawk School,Tomahawk,T0E2H0
2305,The Parkland School Division,2230,Parkland Continuing Education,Stony Plain,T7Z2A8
1190,The Rocky View School Division,2251,Northcott Prairie School,Airdrie,T4B4C8
2195,The Elk Island School Division,2252,Heritage Hills Elementary School,Sherwood Park,T8A6J8
0048,The Evergreen Catholic Separate School Division,2271,St. Joseph Catholic School,Spruce Grove,T7X1V1
3030,The Calgary School Division,2281,Sibylla Kiddle School,Calgary,T3M0W4
3030,The Calgary School Division,2282,Northern Lights School,Calgary,T3K4C6
0352,Mikisew Cree First Nation Education Authority,2283,Mikisew Cree First Nation Education Program,Fort Chipewyan,T0P1B0
0353,Hellenic Academia Institute,2284,Hellenic Academia Institute,Edmonton,T5J3S2
1175,The Pembina Hills School Division,2307,Highridge School,Pickardville,T0G1W0
0357,Maximize Services for Special Needs Society of Alberta,2321,Maximize Early Childhood Services,Calgary,T3L1P8
0358,Edson Friendship Centre,2322,Brighter Futures,Edson,T7E1T2
4501,The Medicine Hat Roman Catholic Separate School Division,2391,St. Joseph�s Education Centre,Medicine Hat,T1A5R6
1175,The Pembina Hills School Division,2406,Jarvie School,Jarvie,T0G1H0
0390,Calgary Learning Institute,2408,Calgary Learning Institute,,
0391,Beaver County Community Adult Learning Council,2409,Beaver County Community Adult Learning Program,Ryley,T0B4A0
3030,The Calgary School Division,2425,Mahogany School,Calgary,T3M1N4
2455,Smart Little People Early Childhood Services Society,2456,Smart Little People Early Childhood Services,Cochrane,T4C3A9
9924,Foothills Creative Beginnings Preschool and E.C.S. Association,2466,Foothills Creative Beginnings Preschool and E.C.S. Association,Calgary,T4C0A4
0047,The Living Waters Catholic Separate School Division,2481,�cole St. Anne School,Whitecourt,T7S0C8
4208,The Christ the Redeemer Catholic Separate School Division,2495,Centre For Learning@Home Summer School,Okotoks,T1S0G1
7020,The Board of Trustees of St. Albert Public Schools,2553,Leo Nickerson Elementary School (French Immersion),,
2125,The Board of Trustees of Aspen View Public Schools,2624,Thorhild Central School,Thorhild,T0A3J0
2125,The Board of Trustees of Aspen View Public Schools,2725,Waskatenau School,Waskatenau,T0A3P0
2185,The St. Paul School Division,2802,F.G. Miller Junior Senior High School,Elk Point,T0A1A0
2185,The St. Paul School Division,2809,Hairy Hill Colony School,Two Hills,T0B4K0
1245,The Northern Lights School Division,2904,Fort Kent School,Fort Kent,T0A1H0
4105,The Lakeland Roman Catholic Separate School Division,2916,Dr Margaret Savage Centre School,Cold Lake,T9M1S9
4105,The Lakeland Roman Catholic Separate School Division,2971,Assumption Junior Senior High School,Cold Lake,T9M1S8
9245,Kehewin Band,2989,Kehewin Community Education Centre,Kehewin,T0A1C0
4105,The Lakeland Roman Catholic Separate School Division,2994,Holy Cross Elementary School,Cold Lake,T9M0B9
3390,Medley School Dist # 5029,2995,Beaver River Adult School,,
2245,The Black Gold School Division,3206,Calmar Secondary School,Calmar,T0C0V0
2245,The Black Gold School Division,3211,Ecole Corinthia Park School,Leduc,T9E7J2
3370,Can Forces Base Dist #4986,3391,Brigadier Gault School,Lancaster Park,T0A2H0
2195,The Elk Island School Division,3405,Lamont Elementary School,Lamont,T0B2R0
2185,The St. Paul School Division,3701,Derwent School,Derwent,T0B1C0
9117,Lethbridge Community College,6193,Lethbridge Community College Peigan Upgrading Program,Lethbridge,T1K1L6
9288,Kainai Board of Education,6290,Kainai High School,Cardston,T0K0K0
2255,The Palliser School Division,6410,Noble Central School,Nobleford,T0L1S0
3040,The Lethbridge School Division,6456,Pitawani School,Lethbridge,T1H2B2
3040,The Lethbridge School Division,6491,Immanuel Christian Secondary School,Lethbridge,T1H0S1
1045,The Horizon School Division,6493,Cameron Farms School,Taber,T1G1Z9
9042,Coaldale Canadian Reformed School Society,6494,Coaldale Christian School,Coaldale,T1M1L1
0056,The Westwind School Division,6516,New Rockport Colony School,Cardston,T0K0K0
1045,The Horizon School Division,6614,D. A. Ferguson Middle School,Taber,T1G1L5
2045,The Grasslands School Division,6710,Tilley School ECS,Brooks,T1R1B2
2045,The Grasslands School Division,6713,Springside Colony School,Rosemary,T0J2W0
2045,The Grasslands School Division,6714,Duchess Mennonite Church,Duchess,T0J0Z0
3050,The Medicine Hat School Division,6843,Connaught School,Medicine Hat,T1A4L5
3050,The Medicine Hat School Division,6863,McMan Youth Centre,Medicine Hat,T1B2E2
4501,The Medicine Hat Roman Catholic Separate School Division,6874,St. Michael's School,Medicine Hat,T1A7B5
3050,The Medicine Hat School Division,6896,Medicine Hat Christian School,Medicine Hat,T1B3X2
0195,The Prairie Rose School Division,6901,Border School,,
3020,The Edmonton School Division,7121,Dovercourt School,Edmonton,T5L2W3
3020,The Edmonton School Division,7156,Norwood School,Edmonton,T5G0A6
3020,The Edmonton School Division,7162,Prince Rupert School,Edmonton,T5H3J4
3020,The Edmonton School Division,7165,Queen Mary Park School,Edmonton,T5H3J4
3020,The Edmonton School Division,7187,Princeton School,Edmonton,T5C1Y2
3020,The Edmonton School Division,7210,Meadowlark School,Edmonton,T5R2J2
3020,The Edmonton School Division,7249,Meyonohk School,Edmonton,T6K3Y5
3020,The Edmonton School Division,7253,Bannerman School,Edmonton,T5Y2B9
3020,The Edmonton School Division,7508,Fulton Place School,Edmonton,T6A2J2
3020,The Edmonton School Division,7516,Killarney School,Edmonton,T5E3P6
9002,Correctional Institutions (Federal),0068,Prince Albert Penitentiary,Prince Albert,S6V5R6
9001,Northwest Territories - Department of Education, Culture and Employment,0076,Yellowknife Public Elementary School,Yellowknife,X0E1H0
9839,C Islamic Ed & C Foundation,0157,Canadian Islamic ECS Centre,,
9867,Beiseker ECS Society,0190,Beiseker ECS,Beiseker,T0M0G0
9693,Captain Crunch College,0191,Champion School,,
9106,Bearspaw Christian School Society,0199,Heritage Christ School - Airdrie,,
1180,The Foothills School Division,0310,Education Plus-High River,High River,T1V1M3
3030,The Calgary School Division,0348,Midsun School,Calgary,T2X3R5
0070,Yukon Public Schools,0447,Del Van Gorder School,Faro,Y0B1K0
0070,Yukon Public Schools,0454,Nelnah Bessie John School,Beaver Creek,Y0B1A0
0070,Yukon Public Schools,0455,Gh�ch Tl� School,Carcross,Y0B1B0
9085,University of Lethbridge,0517,University of Lethbridge (ASN),Edmonton,T5K0L2
3020,The Edmonton School Division,7523,McKernan School,Edmonton,T6G0K1
3020,The Edmonton School Division,7545,Westlawn School,Edmonton,T5P3S4
3020,The Edmonton School Division,7551,Britannia School,Edmonton,T5P0S3
3020,The Edmonton School Division,7561,Edith Rogers School,Edmonton,T6K1Y7
9216,NorQuest College,7728,AVC Wildwood,Evansburg,T0E0T0
9051,Westend German Lang,7915,Westend German Language School,,
9165,Agape Training Centre,7922,Agape Training Centre School,,
9144,Excelsior Educational Acad,7932,Excelsior Educational Academy,,
9378,The Canadian Choral Music School,7975,Canadian Choral Music School,Calgary,T2G0W9
9403,Solomon College Ltd.,7986,Solomon College,Edmonton,T5J0B3
0110,The Edmonton Catholic Separate School Division,8030,St. Peter School,Edmonton,T6G1L6
0110,The Edmonton Catholic Separate School Division,8036,St. Jerome,Edmonton,T5W0C7
0110,The Edmonton Catholic Separate School Division,8231,St. Clement,Edmonton,T6K2P7
0110,The Edmonton Catholic Separate School Division,8234,Holy Family Catholic Elementary/Junior High School,Edmonton,T6L5C5
0110,The Edmonton Catholic Separate School Division,8236,Frere Antoine Catholic Elementary School,Edmonton,T6K4A1
9798,The Bower Place Comm Assoc,0106,Mountview Elementary School,,
9836,Edmonton Chinese Kind Assoc,0155,Glengarry Elementary School Room 23 ECS,,
9376,G.R.I.T. (Getting Ready for Inclusion Today) Calgary Society,0284,Getting Ready For Inclusion To,Calgary,T2C5J3
0021,The Holy Family Catholic Separate School Division,0311,Holy Family Cyber High School,Peace River,T8S1R6
0054,The Wolf Creek School Division,2061,Iron Ridge Intermediate Campus,Blackfalds,T4M0M4
4010,The Calgary Roman Catholic Separate School Division,2083,Our Lady of Grace School,Calgary,T3P0N7
0310,Children's Commons Ecological Society,2130,CCES Nature Kindergarten Parkhill,Calgary,T2H1E5
0195,The Prairie Rose School Division,2131,Hutterian Brethren Church School of Murray Lake,Dunmore,T1B0K3
9245,Kehewin Band,2158,Kehewin Band,Kehewin,T0A1C0
0335,Engage Teach Achieve Society,2168,Engage Teach Achieve Society,,
3020,The Edmonton School Division,2169,Thelma Chalifoux School,Edmonton,T6T1G7
0047,The Living Waters Catholic Separate School Division,2170,�cole St. Joseph School,Whitecourt,T7S0G6
0047,The Living Waters Catholic Separate School Division,2237,Across the Waters Outreach,Whitecourt,T7S1P6
9142,Spruce Grove Christian School,2295,Spruce Grove Christian School,,
8040,The Greater North Central Francophone Education Region,2434,�cole La Trinit�,Stony Plain,T7Z1B8
1110,The Sturgeon Public School Division,2501,Bon Accord Community School,Bon Accord,T0A0K0
1110,The Sturgeon Public School Division,2508,Morinville Colony School,Sturgeon County,T8R0H3
7020,The Board of Trustees of St. Albert Public Schools,2558,St. Albert Public Outreach,St. Albert,T8N0G4
7020,The Board of Trustees of St. Albert Public Schools,2559,St. Albert Public Home Education,St. Albert,T8N0G4
7020,The Board of Trustees of St. Albert Public Schools,2560,Bellerose Continuing Education,St. Albert,T8N6N4
4077,The Greater St. Albert Roman Catholic Separate School Division,2578,Holy Family Catholic School,St. Albert,T8N0N6
2115,The Wetaskiwin School Division,3106,Gwynne School,Gwynne,T0C1L0
2245,The Black Gold School Division,3201,Ecole Bellevue School,Beaumont,T4X1K4
1325,The Wild Rose School Division,3202,Breton High School,Breton,T0C0P0
2195,The Elk Island School Division,3315,Ecole Rudolph Hennig School,Fort Saskatchewan,T8L1L7
2195,The Elk Island School Division,3316,Win Ferguson Community School,Fort Saskatchewan,T8L1J2
2195,The Elk Island School Division,3318,Ministik School,Sherwood Park,T8G1G1
2195,The Elk Island School Division,3321,F. R. Haythorne School,Sherwood Park,T8A5R7
3070,The Red Deer School Division,4438,City Central School,Red Deer,T4N6X3
0019,The Red Deer Catholic Separate School Division,4473,Ecole Camille J Lerouge School,Red Deer,T4N3A8
0019,The Red Deer Catholic Separate School Division,4481,Holy Family School,Red Deer,T4R2L3
2285,The Battle River School Division,4508,Kingman School,,
2285,The Battle River School Division,4512,Round Hill School,Round Hill,T0B3Z0
2285,The Battle River School Division,4515,Camrose Colony School,Camrose,T4V0L3
1190,The Rocky View School Division,5231,Mitford School,Cochrane,T4C1Y1
0094,Nunavut - Department of Education,0069,Peter Pitseolak School,Kinngait,X0A0C0
3030,The Calgary School Division,9371,Woodlands School,Calgary,T2W4W9
3030,The Calgary School Division,9377,Annie Foote School,Calgary,T1Y5V5
3030,The Calgary School Division,9386,Riverbend School,Calgary,T2C3Z7
3030,The Calgary School Division,9575,Integro (Skill Factory Program),Calgary,T2G4B9
3030,The Calgary School Division,9602,Colonel Walker School,Calgary,T2G0V3
3030,The Calgary School Division,9656,Stanley Jones Junior High School,Calgary,T2E0R7
3030,The Calgary School Division,9823,Central Memorial High School,Calgary,T3E1R9
3030,The Calgary School Division,9868,Discovering Choices,Calgary,T2G3C5
9076,Centro Linguistico E Culturale Italiano Calgary,9926,Italian School of Calgary,Calgary,T2E0B4
4130,The Grande Prairie Roman Catholic Separate School Division,1180,Ecole St. Gerard Catholic School,Grande Prairie,T8V0B7
0021,The Holy Family Catholic Separate School Division,1671,Ecole Providence School,McLennan,T0H2L0
0047,The Living Waters Catholic Separate School Division,1675,St. Mary of the Lake,Slave Lake,T0G2A4
3170,Lloydminster Public School Division,3849,E S Laird,Lloydminster,S9V0X4
0020,The St. Thomas Aquinas Roman Catholic Separate School Division,1075,STAR Catholic Outreach School,Leduc,T9E6N4
3030,The Calgary School Division,2426,Lakeshore School,Calgary,T3M1P6
0048,The Evergreen Catholic Separate School Division,2274,St. Thomas Aquinas Catholic School,Spruce Grove,T7X2Y9
0360,Great Journeys Learning Centre Society,2325,Great Journeys Learning Centre Kindergarten,CALGARY,T2L1L1
4010,The Calgary Roman Catholic Separate School Division,2328,St. Gianna School,Calgary,T3M0H7
9078,Canadian Reformed School Society of Neerlandia,2390,Covenant Canadian Reformed School,County of Barrhead,T0G1R2
1175,The Pembina Hills School Division,2415,Pibroch Colony School,Dapp,T0G0S0
0395,Alberta Classical Academy Ltd.,2429,Calgary Classical Academy,Calgary,T2E3Y1
2527,Lady Fatima Academy,2528,Lady Fatima Academy,Calgary,T2G5G3
7020,The Board of Trustees of St. Albert Public Schools,2548,Albert Lacombe ECS,,
7020,The Board of Trustees of St. Albert Public Schools,2554,Kinosayo Elementary School,St. Albert,T8N3X3
2125,The Board of Trustees of Aspen View Public Schools,2611,Whispering Hills Primary School,Athabasca,T9S1N3
2125,The Board of Trustees of Aspen View Public Schools,2625,Thorhild Elementary School,Thorhild,T0A3J0
9291,Heart Lake Band #469,2793,Heart Lake Kohls School,Lac La Biche,T0A2C0
1245,The Northern Lights School Division,2903,Duclos School,Bonnyville,T9N2R4
1245,The Northern Lights School Division,2906,Cold Lake High School,Cold Lake,T9M0B6
9312,Lakeland Christian School Society,2986,Lakeland Christian Academy,Cold Lake,T9M1N2
3065,The Canadian Rockies School Division,5235,Banff Community High School,Banff,T1L1K1
9032,Banff School of Fine Arts,5291,Banff School of Fine Arts,,
9125,Carstairs Koinonia Christ Sch,5292,Carstairs Koinonia Christ School,,
1180,The Foothills School Division,5302,Cayley School,Cayley,T0L0P0
2155,The Golden Hills School Division,5512,Sandhills School,Strathmore,T1P1J4
1115,The Prairie Land School Division,5708,Verdant Valley School,,
2155,The Golden Hills School Division,5729,East Coulee School,,
4481,The Holy Spirit Roman Catholic Separate School Division,6170,St. Michael's School,Pincher Creek,T0K1W0
9288,Kainai Board of Education,6297,Tatsikiisaapo'p Middle School,Cardston,T0K0K0
2045,The Grasslands School Division,6702,Bassano School,Bassano,T0J0B0
2045,The Grasslands School Division,6711,Bow City Colony School,Brooks,T1R1E1
9250,Newell Christian School Society,6796,Newell Christian School,Brooks,T1R1B2
3050,The Medicine Hat School Division,6848,Elm Street School,Medicine Hat,T1A1C2
3050,The Medicine Hat School Division,6852,River Heights Elementary,Medicine Hat,T1A5A8
3050,The Medicine Hat School Division,6864,Alberta Accredited School,Medicine Hat,T1A4C2
3020,The Edmonton School Division,7212,Sherwood School,Edmonton,T5P0B9
3020,The Edmonton School Division,7220,Grace Martin School,Edmonton,T6K0C7
3020,The Edmonton School Division,7234,Aldergrove School,Edmonton,T5T1X1
3020,The Edmonton School Division,7259,Menisa School,Edmonton,T6K3Y9
3020,The Edmonton School Division,7279,George H Luck School,Edmonton,T6R2L4
3020,The Edmonton School Division,7611,Rio Terrace (French) ECS,,
0069,Canadian College International Institute,7987,Connections Canada College International,Edmonton,T5J1V1
0110,The Edmonton Catholic Separate School Division,8011,Our Lady of Victories,Edmonton,T5R2B9
0110,The Edmonton Catholic Separate School Division,8013,St. Angela,Edmonton,T5L1S3
0110,The Edmonton Catholic Separate School Division,8028,St. Martin,Edmonton,T6H0L7
2305,The Parkland School Division,2213,Winterburn School,,
4010,The Calgary Roman Catholic Separate School Division,2259,St. Veronica School,Airdrie,T4B0L8
9295,Siksika Board of Education,5596,Siksika Nation High School,Siksika,T0J3W0
1115,The Prairie Land School Division,5701,Craigmyle School,Craigmyle,T0J0T0
0195,The Prairie Rose School Division,5903,C J Peacock School,Cereal,T0J0N0
0195,The Prairie Rose School Division,5906,Fairdale School,,
0195,The Prairie Rose School Division,5910,South Central High School,Oyen,T0J2J0
0195,The Prairie Rose School Division,5914,Prairie View Colony School,Oyen,T0J2J0
3040,The Lethbridge School Division,6438,Fleetwood Bawden School,Lethbridge,T1J1V4
0056,The Westwind School Division,6507,Raymond Junior High School,Raymond,T0K2S0
3020,The Edmonton School Division,7063,M. E. LaZerte School,Edmonton,T5C3C7
3020,The Edmonton School Division,7185,Lendrum School,Edmonton,T6H0V7
3020,The Edmonton School Division,7518,Laurier Heights School,Edmonton,T5R0L9
3020,The Edmonton School Division,7620,McKernan (French) ECS,,
9216,NorQuest College,7725,NorQuest College Fort Saskatchewan,Edmonton,T5J1L6
3020,The Edmonton School Division,7755,Project Second Chance,Edmonton,T5P0S3
9216,NorQuest College,7946,Norquest College Tricentre,Fort Saskatchewan,T8L2P3
9284,Alberta Centre for Chinese Studies,7947,Alberta Centre For Chinese Studies,Edmonton,T5L3T3
9320,E O S-Educational Outreach Soc,7954,Faith Educational Centre,Edmonton,T5P2P9
0110,The Edmonton Catholic Separate School Division,8001,Annunciation Catholic Elementary School,Edmonton,T5R2S5
0110,The Edmonton Catholic Separate School Division,8042,St. Anne,Edmonton,T5E6B2
0110,The Edmonton Catholic Separate School Division,8211,St. Brendan,Edmonton,T6B0X1
0110,The Edmonton Catholic Separate School Division,8212,St. Catherine,Edmonton,T5H3E3
0110,The Edmonton Catholic Separate School Division,8216,St. Francis of Assisi,Edmonton,T5C1V7
0110,The Edmonton Catholic Separate School Division,8223,St. Nicholas,Edmonton,T5W0V1
0110,The Edmonton Catholic Separate School Division,8307,St. Elizabeth School (French) B,,
4010,The Calgary Roman Catholic Separate School Division,8512,St. Bernard Bilingual School,Calgary,T3B1B3
4010,The Calgary Roman Catholic Separate School Division,8522,St. Patrick Bilingual School,Calgary,T2T2A5
4010,The Calgary Roman Catholic Separate School Division,8728,Madeleine D' Houet Bilingual School,Calgary,T2N2M8
0110,The Edmonton Catholic Separate School Division,8032,St. Stanislaus Catholic Elementary School,Edmonton,T6J1M3
0110,The Edmonton Catholic Separate School Division,8053,Blessed John Paul I Catholic Elementary School,Edmonton,T6L2Z1
0110,The Edmonton Catholic Separate School Division,8057,St. Charles,Edmonton,T5X4X4
0110,The Edmonton Catholic Separate School Division,8208,St. Alphonsus,Edmonton,T5B2S2
0110,The Edmonton Catholic Separate School Division,8217,St. Gabriel,Edmonton,T6A1G3
0110,The Edmonton Catholic Separate School Division,8300,ECS Out of District,Edmonton,T5K1C2
0110,The Edmonton Catholic Separate School Division,8302,St. Bernadette (Ukr) ECS,,
0110,The Edmonton Catholic Separate School Division,8409,Louis St. Laurent,Edmonton,T6J0X8
4010,The Calgary Roman Catholic Separate School Division,8502,St. Hubert Elementary School,Calgary,T2K5J3
4010,The Calgary Roman Catholic Separate School Division,8509,Ecole St. Antoine,,
4010,The Calgary Roman Catholic Separate School Division,8520,St. Leo School,Calgary,T3E5T1
4010,The Calgary Roman Catholic Separate School Division,8528,St. Vincent De Paul Elementary Junior High School,Calgary,T3A0K4
4010,The Calgary Roman Catholic Separate School Division,8530,St. Monica School,Calgary,T2S0C2
4010,The Calgary Roman Catholic Separate School Division,8708,St. Augustine Elementary Junior High School,Calgary,T2V1E9
4010,The Calgary Roman Catholic Separate School Division,8731,St. John Henry Newman School,Calgary,T2Z2G7
4010,The Calgary Roman Catholic Separate School Division,8903,Father Lacombe School,Calgary,T2A6B4
3030,The Calgary School Division,9003,McDougall Bilingual,,
3030,The Calgary School Division,9004,Queen Elizabeth Hearing ECS,,
3030,The Calgary School Division,9102,Lakeview School,,
3030,The Calgary School Division,9111,Bowcroft School,Calgary,T3B2L9
3030,The Calgary School Division,9112,Clem Gardner Elementary School,Calgary,T3E5Z4
3030,The Calgary School Division,9114,Connaught School,Calgary,T2R0J8
3030,The Calgary School Division,9124,Central School,Calgary,T2R0L4
3030,The Calgary School Division,9142,William Reid School,Calgary,T2T2E9
3030,The Calgary School Division,9205,Briar Hill School,Calgary,T2N2L8
3030,The Calgary School Division,9213,Colonel Sanders School,Calgary,T2K3G5
3030,The Calgary School Division,9234,Sunnyside School,Calgary,T2N1S2
3030,The Calgary School Division,9243,Jerry Potts School,Calgary,T3A0C6
3030,The Calgary School Division,9271,O. S. Geiger School,Calgary,T3J2J4
3030,The Calgary School Division,9301,Albert Park School,Calgary,T2A0Y2
3030,The Calgary School Division,9306,Chinook Park School,Calgary,T2V0S6
3030,The Calgary School Division,9310,Ethel M. Johnson School,Calgary,T2W0W7
3030,The Calgary School Division,9335,Fred Seymour Elementary School,Calgary,T2J2B7
3030,The Calgary School Division,9353,Cappy Smart School,Calgary,T2A4P5
3030,The Calgary School Division,9369,Banting and Best School,Calgary,T2C2K5
3030,The Calgary School Division,9375,Falconridge School,Calgary,T3J1T4
3030,The Calgary School Division,9603,John Ware School,Calgary,T2V1R2
3030,The Calgary School Division,9611,Thomas B. Riley School,Calgary,T3B2J9
3030,The Calgary School Division,9613,Ian Bazalgette School,Calgary,T2B0C6
3030,The Calgary School Division,9633,Fairview School,Calgary,T2H0Y1
3030,The Calgary School Division,9641,David Thompson School,Calgary,T2J0X8
3030,The Calgary School Division,9651,F. E. Osborne School,Calgary,T3A1A7
9001,Northwest Territories - Department of Education, Culture and Employment,0049,Aurora College-Inuvik Campus,Inuvik,X0E0T0
9709,City of Medicine Hat,0109,Ross Glen Community ECS Centre II,,
9862,Marlboro Early Childhood Services Society,0184,Marlboro Community Hall ECS,Edson,T7E1T8
9877,Millarville ECS Association,0206,Ranchers Hall ECS,Millarville,T0L1K0
9880,Bethel United Day Care,0213,Bethel United Church,,
9914,Son Shine in ECS Institute,0252,Son Shine In ECS,Lethbridge,T1K6L7
1220,The High Prairie School Division,0435,Prairie View Outreach School,High Prairie,T0G1E0
0070,Yukon Public Schools,0446,J.V. Clark School,Mayo,Y0B1M0
9122,Fairview College,0499,Fairview College (ASN),Edmonton,T5K0L2
9121,Keyano College,0502,Keyano College (ASN),Edmonton,T5K0L2
0094,Nunavut - Department of Education,0544,Allurut,Nanisivik,X0A0X0
0219,Dettah District Education Authority,0564,Kaw Tay Whee,Yellowknife,X1A2N1
0089,Tlicho Community Services Agency,0567,Alexis Arrowmaker,Wekweeti,X0E1W0
2155,The Golden Hills School Division,0579,Trochu Valley Outreach School,Trochu,T0M2C0
9011,Can Forces Base (French),0583,Can Forces Base (French),,
0177,The Peace Wapiti School Division,0590,Peace Wapiti Academy,Grande Prairie,T8V2Z1
9564,Stony Plain Comm K Assoc,0703,Meridian Heights Portable II,,
9748,Red Deer Day Care Society,0713,Lindsay Thurber Composite High School,,
9581,Caroline Early Childhood Centre Committee,0729,Caroline School ECS (Portable),Caroline,T0M0M0
9608,Red Deer K Soc,0758,Mountainview School ECS,,
9608,Red Deer K Soc,0760,Morrisroe ECS,,
9608,Red Deer K Soc,0761,Anders Park ECS,,
9651,Serendipity ECS Society,0817,Serendipity House,,
9653,Fairyland EC Dev Centre,0820,Fairyland ECS,,
2245,The Black Gold School Division,0960,Telford Court Recreation ECS,,
9794,Shiloh Day Care & Kind Soc,0986,Shiloh Baptist Church ECS,,
0138,St. Albert Parents' Place Association,1049,St. Albert Parents' Place Head Start Program,St. Albert,T8N5B1
1070,The Peace River School Division,1051,Breaking Point Colony School,Manning,T0H2M0
1245,The Northern Lights School Division,1158,Bridges Outreach School,Cold Lake,T9M1P2
9339,Living Springs Mennonite Church of Hythe,1196,Living Springs Christian School,Hythe,T0H2C0
1115,The Prairie Land School Division,5491,Hope Christian School,Vulcan,T0L2B0
2155,The Golden Hills School Division,5515,Hines School,Strathmore,T1P1J4
9295,Siksika Board of Education,5590,Chief Crowfoot School,Siksika,T0J3W0
9036,Rising Sun School,5593,Rising Sun School,,
2155,The Golden Hills School Division,5731,Rosedale School,,
9217,Bow Valley College,5732,Drumheller Academic Upgrading,Calgary,T2G4S6
1135,The Livingstone Range School Division,6123,Canyon Elementary School,Pincher Creek,T0K1W0
0056,The Westwind School Division,6201,Cardston High School,Cardston,T0K0K0
0056,The Westwind School Division,6213,Big Bend Colony School,Cardston,T0K0K0
2255,The Palliser School Division,6407,Sunnyside School,Lethbridge,T1H5S1
2255,The Palliser School Division,6413,Readymade School,Coaldale,T0K0L0
4481,The Holy Spirit Roman Catholic Separate School Division,6476,Catholic Central High School,Lethbridge,T1J3E5
9117,Lethbridge Community College,6489,Lethbridge Community College (Lethbridge Correctional Centre),Lethbridge,T1K1L6
0056,The Westwind School Division,6519,Wolf Creek Colony School,Cardston,T0K0K0
1045,The Horizon School Division,6618,Oaklane Colony School,Taber,T1G1Z9
2045,The Grasslands School Division,6744,Eastbrook Elementary School,Brooks,T1R0H9
3050,The Medicine Hat School Division,6841,Alexandra Middle School,Medicine Hat,T1A1H4
0195,The Prairie Rose School Division,6904,Burdett School,Burdett,T0K0J0
0195,The Prairie Rose School Division,6905,Conquerville School,,
0195,The Prairie Rose School Division,6919,Prairie Rose Regional Division Home Education,Medicine Hat,T1A3G8
3020,The Edmonton School Division,7057,W P Wagner School,Edmonton,T6E4N5
3020,The Edmonton School Division,7108,Bellevue School,Edmonton,T5B1W1
3020,The Edmonton School Division,7123,Forest Heights School,Edmonton,T6A3X4
3020,The Edmonton School Division,7150,Mill Creek School,Edmonton,T6E1S8
3020,The Edmonton School Division,7229,Overlanders School,Edmonton,T5A4L4
3020,The Edmonton School Division,7251,Sakaw School,Edmonton,T6L3A9
3020,The Edmonton School Division,7277,Lago Lindo School,Edmonton,T5Z2Z1
