REGISTRATION_SCHOOL_CODE,REGISTRATION_SCHOOL_YEAR,REGISTRATION_ASN,REGISTRATION_START_DATE,REGISTRATION_EXIT_DATE
1135,2024,010084912,05-SEP-23,26-JUN-24
0590,2024,024545304,05-SEP-23,26-JUN-24
2078,2024,044995687,05-SEP-23,26-JUN-24
1424,2024,033454456,05-SEP-23,26-JUN-24
1113,2024,051596360,05-SEP-23,26-JUN-24
1101,2024,000401365,05-SEP-23,26-JUN-24
1632,2024,026688292,01-SEP-23,22-DEC-23
1304,2024,026657172,05-SEP-23,26-JUN-24
1304,2024,005054383,05-SEP-23,26-JUN-24
1209,2024,050339713,01-SEP-23,26-JUN-24
1209,2024,014417902,01-SEP-23,26-JUN-24
1209,2024,052185791,01-SEP-23,26-JUN-24
1115,2024,030854138,05-SEP-23,26-JUN-24
1115,2024,006400510,05-SEP-23,26-JUN-24
1112,2024,048500921,05-SEP-23,26-JUN-24
1424,2024,023299952,05-SEP-23,26-JUN-24
1115,2024,025659740,05-SEP-23,26-JUN-24
1108,2024,026646829,05-SEP-23,26-JUN-24
0590,2024,023960082,05-SEP-23,26-JUN-24
1101,2024,036336494,05-SEP-23,26-JUN-24
1112,2024,033931453,05-SEP-23,26-JUN-24
1424,2024,046452497,05-SEP-23,26-JUN-24
1115,2024,052329878,05-SEP-23,26-JUN-24
1101,2024,007304604,05-SEP-23,26-JUN-24
1101,2024,032201395,05-SEP-23,26-JUN-24
0591,2024,041404436,01-SEP-23,26-JUN-24
1105,2024,028453786,05-SEP-23,26-JUN-24
1102,2024,017429425,05-SEP-23,26-JUN-24
1108,2024,008155401,05-SEP-23,26-JUN-24
1112,2024,020299211,05-SEP-23,26-JUN-24
0590,2024,026731944,05-SEP-23,26-JUN-24
0590,2024,013935052,05-SEP-23,26-JUN-24
1111,2024,000328261,05-SEP-23,26-JUN-24
1101,2024,012886801,05-SEP-23,26-JUN-24
1101,2024,036012178,05-SEP-23,26-JUN-24
1306,2024,046876547,05-SEP-23,30-JAN-24
1304,2024,028155605,05-SEP-23,26-JUN-24
1135,2024,002852524,05-SEP-23,26-JUN-24
1304,2024,040305261,05-SEP-23,26-JUN-24
2239,2024,044551738,05-SEP-23,26-JUN-24
1303,2024,037179869,05-SEP-23,26-JUN-24
1115,2024,034606450,05-SEP-23,26-JUN-24
1112,2024,016510407,05-SEP-23,26-JUN-24
1304,2024,005211843,05-SEP-23,26-JUN-24
1107,2024,008785991,05-SEP-23,26-JUN-24
1107,2024,050567388,05-SEP-23,26-JUN-24
1112,2024,025192601,05-SEP-23,26-JUN-24
0590,2024,024154735,05-SEP-23,26-JUN-24
2239,2024,050499491,05-SEP-23,26-JUN-24
1108,2024,032439300,05-SEP-23,26-JUN-24
2239,2024,049703060,05-SEP-23,26-JUN-24
0590,2024,019252445,05-SEP-23,26-JUN-24
1102,2024,000347766,05-SEP-23,26-JUN-24
1108,2024,014224506,05-SEP-23,26-JUN-24
1115,2024,043991703,05-SEP-23,26-JUN-24
1112,2024,045519890,05-SEP-23,26-JUN-24
1306,2024,042324989,05-SEP-23,26-JUN-24
1112,2024,030190285,05-SEP-23,26-JUN-24
0590,2024,021993994,05-SEP-23,26-JUN-24
0590,2024,006510326,05-SEP-23,26-JUN-24
1113,2024,048993134,05-SEP-23,26-JUN-24
1102,2024,003200095,05-SEP-23,26-JUN-24
1113,2024,032330608,05-SEP-23,26-JUN-24
1105,2024,015009955,05-SEP-23,26-JUN-24
1108,2024,010886142,05-SEP-23,26-JUN-24
1105,2024,046241627,05-SEP-23,26-JUN-24
2078,2024,010369396,05-SEP-23,26-JUN-24
1424,2024,017006801,05-SEP-23,26-JUN-24
1108,2024,022833306,05-SEP-23,26-JUN-24
1108,2024,043537449,05-SEP-23,26-JUN-24
1424,2024,028533983,05-SEP-23,26-JUN-24
1304,2024,038277878,05-SEP-23,26-JUN-24
1108,2024,049866701,05-SEP-23,26-JUN-24
1105,2024,007514145,05-SEP-23,26-JUN-24
2078,2024,045525418,05-SEP-23,26-JUN-24
2256,2024,008088826,01-SEP-23,26-JUN-24
1306,2024,011833028,05-SEP-23,26-JUN-24
1105,2024,034238007,05-SEP-23,26-JUN-24
0590,2024,002800945,05-SEP-23,26-JUN-24
1424,2024,017777344,05-SEP-23,26-JUN-24
1105,2024,001092213,05-SEP-23,26-JUN-24
1103,2024,025446809,05-SEP-23,26-JUN-24
2078,2024,039381497,05-SEP-23,26-JUN-24
1104,2024,042138942,05-SEP-23,26-JUN-24
1306,2024,045987055,05-SEP-23,26-JUN-24
1304,2024,026701806,05-SEP-23,26-JUN-24
2078,2024,038207420,05-SEP-23,26-JUN-24
1108,2024,006877188,05-SEP-23,26-JUN-24
1305,2024,007841522,05-SEP-23,26-JUN-24
2078,2024,020687712,05-SEP-23,26-JUN-24
1245,2024,021424602,01-SEP-23,26-JUN-24
1245,2024,031369896,01-SEP-23,26-JUN-24
1245,2024,006053509,01-SEP-23,26-JUN-24
1245,2024,006238936,01-SEP-23,07-FEB-24
2126,2024,025002263,01-SEP-23,26-JUN-24
1135,2024,039678231,05-SEP-23,26-JUN-24
2078,2024,051026863,05-SEP-23,26-JUN-24
1112,2024,023455992,05-SEP-23,26-JUN-24
1108,2024,012511193,05-SEP-23,26-JUN-24
1115,2024,049901649,05-SEP-23,26-JUN-24
1135,2024,049300149,05-SEP-23,26-JUN-24
1306,2024,038751161,05-SEP-23,26-JUN-24
1102,2024,009622870,05-SEP-23,26-JUN-24
2239,2024,008852775,05-SEP-23,26-JUN-24
1302,2024,038103454,05-SEP-23,26-JUN-24
1107,2024,045848471,05-SEP-23,26-JUN-24
1101,2024,026652116,05-SEP-23,26-JUN-24
1105,2024,006310560,05-SEP-23,26-JUN-24
2239,2024,043700195,05-SEP-23,26-JUN-24
0590,2024,039655205,05-SEP-23,26-JUN-24
1209,2024,048971122,01-SEP-23,26-JUN-24
1209,2024,038189495,01-SEP-23,26-JUN-24
1209,2024,008050685,01-SEP-23,26-JUN-24
1209,2024,023728521,01-SEP-23,26-JUN-24
1115,2024,048838073,05-SEP-23,26-JUN-24
1424,2024,038399631,05-SEP-23,26-JUN-24
1424,2024,004289352,05-SEP-23,26-JUN-24
0591,2024,032560048,01-SEP-23,26-JUN-24
0591,2024,019645689,01-SEP-23,26-JUN-24
1468,2024,043373944,01-SEP-23,26-JUN-24
1468,2024,040159593,01-SEP-23,26-JUN-24
1468,2024,012510328,01-SEP-23,26-JUN-24
1468,2024,025783045,01-SEP-23,26-JUN-24
1468,2024,041571440,01-SEP-23,26-JUN-24
1112,2024,011192623,05-SEP-23,26-JUN-24
1306,2024,024008121,05-SEP-23,26-JUN-24
0590,2024,050157503,05-SEP-23,26-JUN-24
1424,2024,036109628,05-SEP-23,26-JUN-24
2078,2024,031961916,05-SEP-23,26-JUN-24
2078,2024,008331705,05-SEP-23,26-JUN-24
1424,2024,049533988,05-SEP-23,26-JUN-24
1424,2024,039011227,05-SEP-23,26-JUN-24
1424,2024,008955768,05-SEP-23,26-JUN-24
1103,2024,032524366,05-SEP-23,26-JUN-24
1112,2024,039487062,05-SEP-23,26-JUN-24
1306,2024,034396185,05-SEP-23,26-JUN-24
1135,2024,032829336,05-SEP-23,26-JUN-24
1115,2024,013135877,05-SEP-23,26-JUN-24
1115,2024,019512277,05-SEP-23,26-JUN-24
1306,2024,047440103,05-SEP-23,21-DEC-23
1303,2024,023852560,05-SEP-23,26-JUN-24
2239,2024,004462462,05-SEP-23,26-JUN-24
1108,2024,030135827,05-SEP-23,26-JUN-24
1304,2024,026882341,05-SEP-23,26-JUN-24
2239,2024,042115916,05-SEP-23,16-OCT-23
1113,2024,003661478,05-SEP-23,26-JUN-24
2078,2024,037861896,06-SEP-23,26-JUN-24
2239,2024,001667691,05-SEP-23,26-JUN-24
2239,2024,014421292,05-SEP-23,26-JUN-24
1303,2024,034185307,05-SEP-23,26-SEP-23
0590,2024,035876904,05-SEP-23,26-JUN-24
1108,2024,042712738,05-SEP-23,26-JUN-24
1424,2024,042415787,06-SEP-23,26-JUN-24
1424,2024,045829091,05-SEP-23,06-FEB-24
2239,2024,002098821,06-SEP-23,26-JUN-24
1101,2024,036111129,05-SEP-23,25-OCT-23
0319,2024,028853324,06-SEP-23,26-JUN-24
2239,2024,048039938,06-SEP-23,26-JUN-24
2239,2024,008469158,06-SEP-23,26-JUN-24
1302,2024,016465719,05-SEP-23,26-OCT-23
1203,2024,026876392,08-SEP-23,26-JUN-24
1303,2024,028809250,05-SEP-23,26-JUN-24
1111,2024,028788801,11-SEP-23,05-OCT-23
2239,2024,019608232,11-SEP-23,26-JUN-24
2239,2024,050110478,13-SEP-23,26-JUN-24
2239,2024,052578078,18-SEP-23,26-JUN-24
2239,2024,015559710,18-SEP-23,26-JUN-24
0590,2024,035680637,19-SEP-23,13-NOV-23
0590,2024,021701975,20-SEP-23,30-JAN-24
1108,2024,010544196,21-SEP-23,26-JUN-24
1109,2024,001163568,29-SEP-23,26-JUN-24
1103,2024,029130847,28-SEP-23,26-JUN-24
1102,2024,043280016,29-SEP-23,13-OCT-23
1115,2024,028617992,30-OCT-23,26-JUN-24
1115,2024,026365925,31-OCT-23,26-JUN-24
1107,2024,003312445,01-DEC-23,26-JUN-24
2239,2024,005239364,21-DEC-23,26-JUN-24
1107,2024,052891349,16-JAN-24,26-JUN-24
1101,2024,005452082,31-JAN-24,26-JUN-24
2239,2024,038231420,24-JAN-24,26-JUN-24
2239,2024,017691818,25-JAN-24,26-JUN-24
1108,2024,029313609,31-JAN-24,26-JUN-24
2239,2024,021237020,30-JAN-24,26-JUN-24
2239,2024,049666820,01-FEB-24,26-JUN-24
2239,2024,021362273,01-FEB-24,26-JUN-24
1303,2025,315095638,02-SEP-24,27-JUN-25
1302,2024,016161243,05-SEP-23,26-JUN-24
2078,2024,034036880,05-SEP-23,26-JUN-24
1101,2024,028052687,05-SEP-23,26-JUN-24
1306,2024,013285987,05-SEP-23,26-JUN-24
1105,2024,010473438,05-SEP-23,26-JUN-24
1115,2024,025777609,05-SEP-23,26-JUN-24
1203,2024,013027462,05-SEP-23,26-JUN-24
1107,2024,039081774,05-SEP-23,26-JUN-24
1102,2024,035543637,05-SEP-23,26-JUN-24
0590,2024,003713667,05-SEP-23,26-JUN-24
2078,2024,010210525,05-SEP-23,26-JUN-24
1101,2024,017517328,05-SEP-23,26-JUN-24
1108,2024,007054340,05-SEP-23,26-JUN-24
1203,2024,000977935,05-SEP-23,26-JUN-24
1112,2024,026591124,05-SEP-23,26-JUN-24
0590,2024,041908162,05-SEP-23,26-JUN-24
1115,2024,014476502,05-SEP-23,26-JUN-24
1203,2024,013097770,05-SEP-23,26-JUN-24
1203,2024,041581944,05-SEP-23,26-JUN-24
1101,2024,020996006,05-SEP-23,26-JUN-24
0590,2024,015834634,05-SEP-23,26-JUN-24
0590,2024,036709260,05-SEP-23,26-JUN-24
1102,2024,050567560,05-SEP-23,26-JUN-24
1424,2024,038674439,05-SEP-23,26-JUN-24
1104,2024,038584695,05-SEP-23,26-JUN-24
1135,2024,039029203,05-SEP-23,26-JUN-24
1108,2024,050654301,05-SEP-23,26-JUN-24
1107,2024,014118526,05-SEP-23,26-JUN-24
1112,2024,016266992,05-SEP-23,26-JUN-24
1108,2024,052056208,05-SEP-23,26-JUN-24
1111,2024,044317551,05-SEP-23,26-JUN-24
1105,2024,001159715,05-SEP-23,26-JUN-24
1109,2024,000113531,05-SEP-23,26-JUN-24
1108,2024,026045378,05-SEP-23,26-JUN-24
2078,2024,001005942,05-SEP-23,26-JUN-24
1111,2024,044211887,05-SEP-23,26-JUN-24
1101,2024,004233079,05-SEP-23,26-JUN-24
1135,2024,003522779,05-SEP-23,26-JUN-24
1111,2024,006742093,05-SEP-23,26-JUN-24
1112,2024,031436059,05-SEP-23,26-JUN-24
0590,2024,032947856,05-SEP-23,26-JUN-24
2078,2024,029390896,05-SEP-23,26-JUN-24
1105,2024,040310386,05-SEP-23,26-JUN-24
0590,2024,003154029,05-SEP-23,26-JUN-24
2078,2024,000141946,05-SEP-23,26-JUN-24
1115,2024,049276398,05-SEP-23,26-JUN-24
1105,2024,012799616,05-SEP-23,26-JUN-24
1113,2024,015262356,05-SEP-23,26-JUN-24
1305,2024,032124530,05-SEP-23,26-JUN-24
1105,2024,051659861,05-SEP-23,26-JUN-24
1111,2024,046952710,05-SEP-23,26-JUN-24
1632,2024,035685107,01-SEP-23,26-JUN-24
1102,2024,010592419,05-SEP-23,26-JUN-24
1109,2024,052411353,05-SEP-23,26-JUN-24
1306,2024,031067540,05-SEP-23,26-JUN-24
1135,2024,014314737,05-SEP-23,26-JUN-24
1108,2024,044987445,05-SEP-23,26-JUN-24
1306,2024,023305817,05-SEP-23,26-JUN-24
1103,2024,010287085,05-SEP-23,26-JUN-24
1107,2024,033740128,05-SEP-23,26-JUN-24
1109,2024,037990471,05-SEP-23,26-JUN-24
1108,2024,047719845,05-SEP-23,26-JUN-24
1102,2024,030155429,05-SEP-23,26-JUN-24
1105,2024,017807661,05-SEP-23,26-JUN-24
1203,2024,042436502,05-SEP-23,26-JUN-24
1105,2024,042696386,05-SEP-23,26-JUN-24
2078,2024,033345811,05-SEP-23,26-JUN-24
1113,2024,004732914,05-SEP-23,26-JUN-24
1112,2024,010536267,05-SEP-23,26-JUN-24
1311,2024,051997535,01-SEP-23,26-JUN-24
2256,2024,027843367,01-SEP-23,26-JUN-24
2256,2024,030692637,01-SEP-23,26-JUN-24
2126,2024,020802048,01-SEP-23,26-JUN-24
1105,2024,020746104,05-SEP-23,26-JUN-24
1108,2024,006334891,05-SEP-23,26-JUN-24
1101,2024,001195735,05-SEP-23,26-JUN-24
1203,2024,038077518,05-SEP-23,26-JUN-24
1101,2024,036510437,05-SEP-23,26-JUN-24
1306,2024,045757862,05-SEP-23,26-JUN-24
1107,2024,017963274,05-SEP-23,26-JUN-24
2078,2024,046044534,05-SEP-23,26-JUN-24
1102,2024,008455736,05-SEP-23,26-JUN-24
1306,2024,043885756,05-SEP-23,26-JUN-24
1102,2024,024646508,05-SEP-23,26-JUN-24
2078,2024,023178693,05-SEP-23,26-JUN-24
1101,2024,021598454,05-SEP-23,26-JUN-24
1103,2024,021545117,05-SEP-23,26-JUN-24
1108,2024,041411852,05-SEP-23,26-JUN-24
1101,2024,006256730,05-SEP-23,26-JUN-24
1109,2024,046185295,05-SEP-23,26-JUN-24
1424,2024,052374932,05-SEP-23,26-JUN-24
1108,2024,037930006,05-SEP-23,26-JUN-24
0590,2024,039153342,05-SEP-23,26-JUN-24
0590,2024,025778847,05-SEP-23,26-JUN-24
1112,2024,042348483,05-SEP-23,26-JUN-24
1111,2024,019292276,05-SEP-23,26-JUN-24
1424,2024,030600366,05-SEP-23,26-JUN-24
1108,2024,032466410,05-SEP-23,26-JUN-24
2078,2024,007931794,05-SEP-23,26-JUN-24
1112,2024,042678913,05-SEP-23,26-JUN-24
1105,2024,034917964,05-SEP-23,26-JUN-24
2078,2024,047056701,05-SEP-23,26-JUN-24
1111,2024,028122241,05-SEP-23,26-JUN-24
1112,2024,015629257,05-SEP-23,26-JUN-24
1111,2024,015649263,05-SEP-23,26-JUN-24
1203,2024,026683442,05-SEP-23,26-JUN-24
2078,2024,004948007,05-SEP-23,26-JUN-24
1306,2024,037656171,05-SEP-23,26-JUN-24
1135,2024,019769786,05-SEP-23,26-JUN-24
2078,2024,040071368,05-SEP-23,26-JUN-24
1103,2024,031166839,05-SEP-23,26-JUN-24
1112,2024,037835437,05-SEP-23,26-JUN-24
1108,2024,039455770,05-SEP-23,26-JUN-24
2078,2024,049851950,05-SEP-23,26-JUN-24
1424,2024,012901295,05-SEP-23,26-JUN-24
1306,2024,007971527,05-SEP-23,26-JUN-24
1424,2024,014692736,05-SEP-23,26-JUN-24
1112,2024,037081743,05-SEP-23,26-JUN-24
1203,2024,013182259,05-SEP-23,26-JUN-24
2078,2024,001068007,05-SEP-23,26-JUN-24
1424,2024,014149059,05-SEP-23,26-JUN-24
1424,2024,006828454,05-SEP-23,26-JUN-24
1105,2024,012399144,05-SEP-23,26-JUN-24
2078,2024,020645280,05-SEP-23,26-JUN-24
1424,2024,004663275,05-SEP-23,26-JUN-24
1209,2024,015877005,01-SEP-23,26-JUN-24
1109,2024,001929299,05-SEP-23,26-JUN-24
2078,2024,048347018,05-SEP-23,26-JUN-24
1135,2024,040302847,05-SEP-23,26-JUN-24
1108,2024,015646947,05-SEP-23,26-JUN-24
1101,2024,021775516,05-SEP-23,26-JUN-24
0590,2024,043454470,05-SEP-23,26-JUN-24
1103,2024,025580359,05-SEP-23,26-JUN-24
1109,2024,019008060,05-SEP-23,26-JUN-24
1105,2024,047511101,05-SEP-23,26-JUN-24
1105,2024,001242685,05-SEP-23,26-JUN-24
0590,2024,005209904,05-SEP-23,26-JUN-24
1115,2024,037292431,05-SEP-23,31-JAN-24
1113,2024,037016814,05-SEP-23,26-JUN-24
0590,2024,019025767,05-SEP-23,26-JUN-24
1112,2024,037676757,05-SEP-23,26-JUN-24
1112,2024,031488399,05-SEP-23,26-JUN-24
1304,2024,027665646,05-SEP-23,26-JUN-24
1203,2024,018880980,05-SEP-23,26-JUN-24
1203,2024,052751147,05-SEP-23,26-JUN-24
1203,2024,001483669,05-SEP-23,26-JUN-24
1203,2024,007669782,05-SEP-23,25-OCT-23
1306,2024,042128810,05-SEP-23,26-JUN-24
1108,2024,021483608,05-SEP-23,26-JUN-24
1108,2024,039073060,05-SEP-23,26-JUN-24
1306,2024,009783532,05-SEP-23,26-JUN-24
2078,2024,006336342,05-SEP-23,26-JUN-24
2078,2024,049778419,05-SEP-23,26-JUN-24
1102,2024,003461846,05-SEP-23,26-JUN-24
0590,2024,039934485,05-SEP-23,26-JUN-24
1115,2024,047650990,05-SEP-23,26-JUN-24
1101,2024,038338555,05-SEP-23,26-JUN-24
1424,2024,048340088,05-SEP-23,26-JUN-24
1424,2024,002277912,05-SEP-23,26-JUN-24
2078,2024,023707905,05-SEP-23,26-JUN-24
1203,2024,027732008,05-SEP-23,26-JUN-24
1101,2024,029535169,05-SEP-23,26-JUN-24
2078,2024,000064528,05-SEP-23,26-JUN-24
1306,2024,041574261,05-SEP-23,26-JUN-24
0319,2024,000694589,05-SEP-23,26-JUN-24
2078,2024,026023375,05-SEP-23,26-JUN-24
2239,2024,015878045,05-SEP-23,26-JUN-24
1101,2024,048039938,05-SEP-23,26-JUN-24
2078,2024,031260541,05-SEP-23,26-JUN-24
2078,2024,012272093,05-SEP-23,26-JUN-24
1115,2024,004812880,05-SEP-23,26-JUN-24
1112,2024,050852657,05-SEP-23,26-JUN-24
1108,2024,000211574,05-SEP-23,26-JUN-24
1101,2024,021362273,05-SEP-23,26-JUN-24
1102,2024,008119738,05-SEP-23,26-JUN-24
1305,2024,027089250,05-SEP-23,26-JUN-24
1108,2024,040510985,05-SEP-23,26-JUN-24
1135,2024,026252586,05-SEP-23,26-JUN-24
0590,2024,036036573,05-SEP-23,26-JUN-24
2078,2024,036066216,05-SEP-23,26-JUN-24
1306,2024,011162089,05-SEP-23,26-JUN-24
1112,2024,047907481,05-SEP-23,26-JUN-24
1203,2024,023973481,05-SEP-23,26-JUN-24
2078,2024,027218529,05-SEP-23,26-JUN-24
1105,2024,051759968,05-SEP-23,26-JUN-24
1101,2024,007068894,05-SEP-23,26-JUN-24
1424,2024,045752830,05-SEP-23,26-JUN-24
2078,2024,037407401,05-SEP-23,26-JUN-24
1112,2024,003249803,05-SEP-23,26-JUN-24
1102,2024,004005287,05-SEP-23,26-JUN-24
1102,2024,028514850,05-SEP-23,26-JUN-24
1102,2024,018529546,05-SEP-23,26-JUN-24
1303,2024,013651600,05-SEP-23,26-JUN-24
0590,2024,042534611,05-SEP-23,26-JUN-24
1107,2024,024144926,05-SEP-23,26-JUN-24
0590,2024,024127988,05-SEP-23,26-JUN-24
1306,2024,022077730,05-SEP-23,26-JUN-24
1112,2024,041949091,05-SEP-23,26-JUN-24
1304,2024,040223746,05-SEP-23,26-JUN-24
2078,2024,044565985,05-SEP-23,26-JUN-24
2078,2024,014256599,05-SEP-23,26-JUN-24
1103,2024,014879549,05-SEP-23,26-JUN-24
1424,2024,047883377,05-SEP-23,26-JUN-24
2078,2024,045336303,05-SEP-23,26-JUN-24
1105,2024,044385996,05-SEP-23,26-JUN-24
2126,2024,034042805,01-SEP-23,26-JUN-24
1113,2024,006620372,05-SEP-23,26-JUN-24
1306,2024,003890374,05-SEP-23,26-JUN-24
1105,2024,029790277,05-SEP-23,26-JUN-24
2078,2024,042858911,05-SEP-23,26-JUN-24
1108,2024,042621103,05-SEP-23,26-JUN-24
2078,2024,016967987,05-SEP-23,26-JUN-24
1103,2024,023214100,05-SEP-23,26-JUN-24
1102,2024,019309377,05-SEP-23,26-JUN-24
1102,2024,012895893,05-SEP-23,26-JUN-24
1203,2024,028276542,05-SEP-23,26-JUN-24
0590,2024,001436493,05-SEP-23,26-JUN-24
0590,2024,023407902,05-SEP-23,26-JUN-24
1109,2024,041048993,05-SEP-23,26-JUN-24
1103,2024,000348285,05-SEP-23,26-JUN-24
2239,2024,009209447,05-SEP-23,26-JUN-24
1108,2024,023871370,05-SEP-23,26-JUN-24
1102,2024,046163078,05-SEP-23,26-JUN-24
2078,2024,020677424,05-SEP-23,26-JUN-24
1306,2024,025708257,05-SEP-23,26-JUN-24
1303,2024,014622972,05-SEP-23,26-JUN-24
1109,2024,009779571,05-SEP-23,26-JUN-24
2078,2024,034073800,05-SEP-23,26-JUN-24
1135,2024,016054596,05-SEP-23,26-JUN-24
1112,2024,026593922,05-SEP-23,26-JUN-24
0590,2024,010726637,05-SEP-23,26-JUN-24
1115,2024,009482952,05-SEP-23,26-JUN-24
1108,2024,045355261,05-SEP-23,26-JUN-24
0590,2024,012124724,05-SEP-23,26-JUN-24
1115,2024,042269788,05-SEP-23,26-JUN-24
2078,2024,046992476,05-SEP-23,26-JUN-24
1108,2024,023597314,05-SEP-23,26-JUN-24
0590,2024,016863293,05-SEP-23,26-JUN-24
1105,2024,022408919,05-SEP-23,26-JUN-24
1115,2024,034113465,05-SEP-23,26-JUN-24
1305,2024,015989602,05-SEP-23,26-JUN-24
0590,2024,004970811,05-SEP-23,26-JUN-24
1112,2024,052468585,05-SEP-23,26-JUN-24
1108,2024,023068522,05-SEP-23,26-JUN-24
1424,2024,001506071,05-SEP-23,26-JUN-24
0590,2024,014262357,05-SEP-23,26-JUN-24
1101,2024,014009238,05-SEP-23,05-DEC-23
2078,2024,017360786,05-SEP-23,26-JUN-24
1112,2024,029995942,05-SEP-23,26-JUN-24
0590,2024,006222690,05-SEP-23,26-JUN-24
1305,2024,014707310,05-SEP-23,26-JUN-24
2078,2024,024985195,05-SEP-23,26-JUN-24
1424,2024,028833797,05-SEP-23,26-JUN-24
0590,2024,031509319,05-SEP-23,26-JUN-24
1101,2024,041940439,05-SEP-23,26-JUN-24
1101,2024,050076380,05-SEP-23,26-JUN-24
1103,2024,039147450,05-SEP-23,26-JUN-24
2078,2024,013648903,05-SEP-23,26-JUN-24
0590,2024,023761662,05-SEP-23,26-JUN-24
1103,2024,019118166,05-SEP-23,26-JUN-24
1103,2024,017326969,05-SEP-23,26-JUN-24
2078,2024,047353256,05-SEP-23,26-JUN-24
1101,2024,023898514,05-SEP-23,26-JUN-24
1113,2024,035763961,05-SEP-23,26-JUN-24
1108,2024,028145291,05-SEP-23,26-JUN-24
2078,2024,021799664,05-SEP-23,26-JUN-24
1115,2024,036284041,05-SEP-23,26-JUN-24
1107,2024,049014245,05-SEP-23,26-JUN-24
1306,2024,035349118,05-SEP-23,26-JUN-24
2078,2024,017211203,05-SEP-23,26-JUN-24
1303,2024,031562938,05-SEP-23,26-JUN-24
2078,2024,004578069,05-SEP-23,26-JUN-24
1115,2024,016965585,05-SEP-23,26-JUN-24
1104,2024,007649735,05-SEP-23,26-JUN-24
2078,2024,047522363,05-SEP-23,26-JUN-24
1112,2024,040799109,05-SEP-23,26-JUN-24
1424,2024,044892884,05-SEP-23,19-OCT-23
1306,2024,002137488,05-SEP-23,26-JUN-24
1115,2024,026344524,05-SEP-23,26-JUN-24
1101,2024,038997376,05-SEP-23,26-JUN-24
1115,2024,052273209,05-SEP-23,26-JUN-24
1108,2024,009089633,05-SEP-23,26-JUN-24
2078,2024,017623738,05-SEP-23,26-JUN-24
0590,2024,014603873,05-SEP-23,26-JUN-24
2078,2024,019563544,05-SEP-23,26-JUN-24
1101,2024,038719085,05-SEP-23,26-JUN-24
1108,2024,017257099,05-SEP-23,26-JUN-24
1135,2024,027801399,05-SEP-23,26-JUN-24
1109,2024,014007596,05-SEP-23,26-JUN-24
1116,2024,016720857,01-SEP-23,26-JUN-24
1108,2024,002762897,05-SEP-23,26-JUN-24
2078,2024,025791550,05-SEP-23,26-JUN-24
2078,2024,028936970,05-SEP-23,26-JUN-24
1102,2024,007422943,05-SEP-23,26-JUN-24
1115,2024,029933588,05-SEP-23,26-JUN-24
1115,2024,042055740,05-SEP-23,26-JUN-24
1101,2024,034613365,05-SEP-23,26-JUN-24
1115,2024,049665616,05-SEP-23,26-JUN-24
2078,2024,008858632,05-SEP-23,26-JUN-24
2078,2024,027126524,05-SEP-23,26-JUN-24
1112,2024,037916997,05-SEP-23,26-JUN-24
1101,2024,008913528,05-SEP-23,26-JUN-24
1108,2024,021778791,05-SEP-23,26-JUN-24
0590,2024,042227455,05-SEP-23,26-JUN-24
2239,2024,038614278,05-SEP-23,26-JUN-24
0590,2024,037829935,05-SEP-23,26-JUN-24
1424,2024,018958174,05-SEP-23,26-JUN-24
1304,2024,018730482,05-SEP-23,26-JUN-24
1105,2024,012458627,05-SEP-23,03-OCT-23
1306,2024,021215448,05-SEP-23,26-JUN-24
1306,2024,047665519,05-SEP-23,26-JUN-24
1115,2024,049543136,05-SEP-23,26-JUN-24
1424,2024,003420719,05-SEP-23,26-JUN-24
1306,2024,048565080,05-SEP-23,26-JUN-24
2078,2024,024873441,05-SEP-23,26-JUN-24
2078,2024,010286509,05-SEP-23,26-JUN-24
1112,2024,023105779,05-SEP-23,26-JUN-24
1115,2024,020751344,05-SEP-23,26-JUN-24
1115,2024,031930879,05-SEP-23,26-JUN-24
0590,2024,009290413,05-SEP-23,26-JUN-24
1303,2024,025539280,05-SEP-23,26-JUN-24
1303,2024,005510749,05-SEP-23,26-JUN-24
1302,2024,005246997,05-SEP-23,26-JUN-24
0590,2024,037119956,05-SEP-23,26-JUN-24
0590,2024,045230530,05-SEP-23,26-JUN-24
1424,2024,024381502,05-SEP-23,26-JUN-24
1424,2024,019900407,05-SEP-23,26-JUN-24
1115,2024,040098809,05-SEP-23,26-JUN-24
2239,2024,021510814,05-SEP-23,28-SEP-23
1108,2024,052774321,05-SEP-23,26-JUN-24
1203,2024,001132712,05-SEP-23,26-JUN-24
1203,2024,022884499,05-SEP-23,26-JUN-24
1203,2024,044759398,05-SEP-23,26-JUN-24
1107,2024,038212453,05-SEP-23,26-JUN-24
1108,2024,019489088,05-SEP-23,26-JUN-24
1115,2024,018276205,05-SEP-23,26-JUN-24
0319,2024,035613406,05-SEP-23,26-JUN-24
1105,2024,047334439,05-SEP-23,26-JUN-24
1306,2024,015504492,05-SEP-23,26-JUN-24
1105,2024,050340810,05-SEP-23,26-JUN-24
1306,2024,007140503,05-SEP-23,26-JUN-24
1424,2024,003763019,05-SEP-23,26-JUN-24
1105,2024,016604747,05-SEP-23,26-JUN-24
1111,2024,000675497,05-SEP-23,26-JUN-24
1101,2024,052330967,05-SEP-23,26-JUN-24
1101,2024,025784597,05-SEP-23,26-JUN-24
1112,2024,033654907,05-SEP-23,26-JUN-24
2078,2024,040692874,05-SEP-23,26-JUN-24
1101,2024,030544028,05-SEP-23,23-OCT-23
