REGISTRATION_SCHOOL_CODE,REGISTRATION_SCHOOL_YEAR,REGISTRATION_ASN,REGISTRATION_START_DATE,REGISTRATION_EXIT_DATE
1105,2023,030325436,31-AUG-22,27-JUN-23
1111,2022,039564829,31-AUG-21,28-JUN-22
1111,2023,016872112,31-AUG-22,27-JUN-23
1101,2023,038997376,31-AUG-22,27-JUN-23
1102,2022,023037840,31-AUG-21,28-JUN-22
0590,2022,009694432,31-AUG-21,28-JUN-22
0590,2023,022177977,31-AUG-22,27-JUN-23
1115,2022,039218178,31-AUG-21,28-JUN-22
2078,2024,015835904,05-SEP-23,26-JUN-24
0590,2024,029071942,05-SEP-23,26-JUN-24
1113,2024,026499773,05-SEP-23,26-JUN-24
1105,2024,050931725,05-SEP-23,26-JUN-24
1111,2024,002765528,05-SEP-23,26-JUN-24
1115,2024,048100540,05-SEP-23,26-JUN-24
1306,2024,005891321,05-SEP-23,26-JUN-24
1306,2024,021165171,05-SEP-23,26-JUN-24
1111,2024,004673860,05-SEP-23,26-JUN-24
2239,2024,027084392,05-SEP-23,26-JUN-24
1135,2024,003493401,05-SEP-23,26-JUN-24
1424,2024,037191906,05-SEP-23,26-JUN-24
1103,2024,039469235,05-SEP-23,26-JUN-24
1103,2024,013026092,05-SEP-23,23-NOV-23
1108,2024,049292650,05-SEP-23,26-JUN-24
1108,2024,051750157,05-SEP-23,26-JUN-24
1108,2024,049877955,05-SEP-23,13-OCT-23
1113,2024,004524691,05-SEP-23,26-JUN-24
1203,2024,035019380,05-SEP-23,26-JUN-24
2078,2024,042711086,05-SEP-23,26-JUN-24
1108,2024,038830627,05-SEP-23,26-JUN-24
1304,2024,035484741,05-SEP-23,26-JUN-24
0590,2024,027963439,05-SEP-23,26-JUN-24
2078,2024,000198367,05-SEP-23,26-JUN-24
1306,2024,015279285,05-SEP-23,26-JUN-24
1203,2024,027698746,05-SEP-23,26-JUN-24
1105,2024,037948941,05-SEP-23,26-JUN-24
1101,2024,052395168,05-SEP-23,26-JUN-24
1115,2024,011324564,05-SEP-23,26-JUN-24
2078,2024,029822328,05-SEP-23,26-JUN-24
1203,2024,052754463,05-SEP-23,26-JUN-24
1108,2024,026442120,05-SEP-23,26-JUN-24
1111,2024,010831577,05-SEP-23,26-JUN-24
0590,2024,003557379,05-SEP-23,26-JUN-24
1102,2024,000908153,05-SEP-23,26-JUN-24
1424,2024,003974780,05-SEP-23,26-JUN-24
2078,2024,033016982,05-SEP-23,26-JUN-24
1203,2024,032911522,05-SEP-23,26-JUN-24
0319,2024,041468548,05-SEP-23,26-JUN-24
1424,2022,027549766,31-AUG-21,28-JUN-22
1112,2022,023226567,31-AUG-21,28-JUN-22
1135,2023,047884672,31-AUG-22,27-JUN-23
2078,2023,047456927,31-AUG-22,27-JUN-23
1103,2022,016513542,31-AUG-21,28-JUN-22
1107,2022,036471986,31-AUG-21,28-JUN-22
1311,2022,017838807,31-AUG-21,28-JUN-22
2078,2022,040248909,31-AUG-21,28-JUN-22
1203,2022,025757536,31-AUG-21,17-SEP-21
1306,2022,039380390,31-AUG-21,28-JUN-22
1304,2023,021160867,31-AUG-22,27-JUN-23
1306,2023,014529144,31-AUG-22,27-JUN-23
1203,2022,042723909,31-AUG-21,28-JUN-22
1105,2022,004142296,31-AUG-21,28-JUN-22
2078,2022,022943055,31-AUG-21,28-JUN-22
2078,2022,052291219,31-AUG-21,28-JUN-22
1108,2022,020328168,31-AUG-21,28-JUN-22
1104,2022,035706473,31-AUG-21,28-JUN-22
2078,2023,050315960,31-AUG-22,27-JUN-23
2078,2022,022908405,31-AUG-21,28-JUN-22
0590,2023,024990070,31-AUG-22,27-JUN-23
1115,2023,041078149,31-AUG-22,27-JUN-23
1108,2022,048880539,31-AUG-21,27-OCT-21
1108,2022,000211574,31-AUG-21,28-JUN-22
1113,2023,024484538,31-AUG-22,27-JUN-23
1135,2023,047091732,31-AUG-22,27-JUN-23
0590,2023,038231420,31-AUG-22,27-JUN-23
1111,2023,020285103,31-AUG-22,27-JUN-23
1304,2023,027665646,31-AUG-22,27-JUN-23
1304,2022,049511695,31-AUG-21,28-JUN-22
1108,2022,015391692,31-AUG-21,28-JUN-22
1105,2022,018517459,31-AUG-21,28-JUN-22
1112,2023,040882053,31-AUG-22,27-JUN-23
1112,2022,019456863,31-AUG-21,28-JUN-22
1111,2022,042400284,31-AUG-21,28-JUN-22
1105,2023,026135542,31-AUG-22,27-JUN-23
1105,2023,000307729,31-AUG-22,27-JUN-23
0590,2023,039633079,31-AUG-22,27-JUN-23
1108,2022,047070975,31-AUG-21,28-JUN-22
1109,2022,046534443,31-AUG-21,28-JUN-22
1203,2023,025168189,31-AUG-22,27-JUN-23
1113,2023,037607992,31-AUG-22,27-JUN-23
1102,2022,011102093,31-AUG-21,28-JUN-22
1135,2022,042859497,31-AUG-21,28-JUN-22
1203,2022,007669782,31-AUG-21,28-JUN-22
1112,2023,032824568,31-AUG-22,27-JUN-23
1306,2023,045044964,31-AUG-22,27-JUN-23
1306,2023,009783532,31-AUG-22,27-JUN-23
1102,2023,014303557,31-AUG-22,27-JUN-23
1305,2022,015989602,31-AUG-21,28-JUN-22
1105,2022,024248313,31-AUG-21,28-JUN-22
0590,2023,042534611,31-AUG-22,27-JUN-23
1112,2023,033261638,31-AUG-22,27-JUN-23
1102,2022,007138291,31-AUG-21,28-JUN-22
0590,2022,042534611,31-AUG-21,28-JUN-22
2078,2023,046329562,31-AUG-22,27-JUN-23
1302,2023,038443520,31-AUG-22,27-JUN-23
0590,2022,050680132,31-AUG-21,28-JUN-22
0590,2022,022716220,31-AUG-21,28-JUN-22
1112,2023,039101127,31-AUG-22,27-JUN-23
0590,2023,049076384,31-AUG-22,27-JUN-23
1306,2023,002817097,31-AUG-22,27-JUN-23
1135,2022,034858762,31-AUG-21,28-JUN-22
0590,2023,028483734,31-AUG-22,27-JUN-23
1303,2022,035381426,31-AUG-21,29-SEP-21
1109,2022,025987810,31-AUG-21,28-JUN-22
1105,2022,031672836,31-AUG-21,28-JUN-22
1116,2022,051322627,31-AUG-21,28-JUN-22
1107,2023,016893514,31-AUG-22,27-JUN-23
1115,2022,005303392,31-AUG-21,28-JUN-22
1115,2022,005428520,31-AUG-21,28-JUN-22
0590,2022,002469196,31-AUG-21,28-JUN-22
1108,2023,026802380,31-AUG-22,27-JUN-23
1105,2022,010043538,31-AUG-21,28-JUN-22
1111,2023,022805262,31-AUG-22,27-JUN-23
1303,2023,038712023,31-AUG-22,27-JUN-23
1306,2022,045098804,31-AUG-21,28-JUN-22
1103,2022,039597464,31-AUG-21,28-JUN-22
2078,2023,020896826,31-AUG-22,27-JUN-23
2078,2022,008368004,31-AUG-21,28-JUN-22
1105,2023,040285331,31-AUG-22,27-JUN-23
1105,2023,014656848,31-AUG-22,27-JUN-23
1424,2023,014522800,31-AUG-22,27-JUN-23
1108,2022,048626221,31-AUG-21,28-JUN-22
2078,2022,008323777,31-AUG-21,28-JUN-22
1102,2023,040625817,31-AUG-22,27-JUN-23
1102,2023,030176276,31-AUG-22,27-JUN-23
2078,2023,008784374,31-AUG-22,27-JUN-23
1102,2023,003160661,31-AUG-22,27-JUN-23
1112,2022,038256674,31-AUG-21,28-JUN-22
1111,2022,009285405,31-AUG-21,28-JUN-22
1203,2023,018291725,31-AUG-22,27-JUN-23
1102,2023,015092811,31-AUG-22,27-JUN-23
0590,2023,037023810,31-AUG-22,27-JUN-23
2078,2023,004364700,31-AUG-22,27-JUN-23
1302,2024,021212841,05-SEP-23,26-JUN-24
2078,2023,039419123,31-AUG-22,27-JUN-23
1102,2022,034457300,31-AUG-21,28-JUN-22
1101,2023,013310090,31-AUG-22,27-JUN-23
2078,2022,004346574,31-AUG-21,28-JUN-22
0590,2023,002359991,31-AUG-22,27-JUN-23
1108,2022,052774321,31-AUG-21,28-JUN-22
2078,2022,043733170,31-AUG-21,28-JUN-22
1108,2023,030233283,31-AUG-22,27-JUN-23
1245,2023,045616944,31-AUG-22,27-JUN-23
2078,2022,039735668,31-AUG-21,28-JUN-22
1209,2022,030369798,31-AUG-21,28-JUN-22
1245,2023,047952339,31-AUG-22,27-JUN-23
1209,2022,014417902,31-AUG-21,28-JUN-22
1209,2022,044373836,31-AUG-21,28-JUN-22
0590,2023,023750277,31-AUG-22,27-JUN-23
1311,2022,009336026,31-AUG-21,28-JUN-22
1115,2023,003572089,31-AUG-22,27-JUN-23
1108,2023,041672719,31-AUG-22,27-JUN-23
1115,2022,033321929,31-AUG-21,23-SEP-21
1115,2022,050124511,31-AUG-21,23-SEP-21
1105,2023,046911872,31-AUG-22,27-JUN-23
2078,2022,040421977,31-AUG-21,28-JUN-22
1424,2022,016234073,31-AUG-21,28-JUN-22
2078,2022,050331850,31-AUG-21,28-JUN-22
1203,2023,002208933,31-AUG-22,27-JUN-23
1115,2023,029155828,31-AUG-22,27-JUN-23
1135,2023,049300149,31-AUG-22,27-JUN-23
1115,2022,025659740,31-AUG-21,28-JUN-22
1112,2023,021315388,31-AUG-22,27-JUN-23
1424,2022,019038190,31-AUG-21,28-JUN-22
1101,2022,027893768,31-AUG-21,28-JUN-22
1115,2022,027483883,31-AUG-21,28-JUN-22
1306,2023,005417275,31-AUG-22,27-JUN-23
2078,2022,016188428,31-AUG-21,28-JUN-22
1203,2023,051779750,31-AUG-22,27-JUN-23
1306,2022,018943473,31-AUG-21,28-JUN-22
1115,2023,013801197,31-AUG-22,27-JUN-23
1112,2022,017875742,22-FEB-22,28-JUN-22
1112,2022,046322377,03-MAR-22,28-JUN-22
2239,2023,006105366,14-NOV-22,22-FEB-23
1105,2023,048596044,23-NOV-22,27-JUN-23
2078,2023,042468240,22-NOV-22,27-JUN-23
1107,2023,046044138,09-JAN-23,27-JUN-23
1105,2022,004578069,04-APR-22,28-JUN-22
2078,2023,003110286,09-JAN-23,27-JUN-23
1306,2022,049144257,11-APR-22,28-JUN-22
1115,2022,008424344,12-APR-22,28-JUN-22
0319,2022,012746997,22-APR-22,28-JUN-22
2239,2023,048832977,10-JAN-23,27-JUN-23
2239,2023,050168039,10-JAN-23,27-JUN-23
0319,2022,045690725,22-APR-22,28-JUN-22
2239,2022,040926363,21-APR-22,28-JUN-22
2239,2022,045749943,22-APR-22,28-JUN-22
1102,2023,016556186,16-JAN-23,01-MAY-23
2239,2022,032199193,18-MAY-22,28-JUN-22
2078,2022,025353559,09-MAY-22,28-JUN-22
0319,2022,045574465,01-JUL-22,29-JUL-22
0319,2022,022536891,01-JUL-22,29-JUL-22
2239,2023,042051046,23-JAN-23,27-JUN-23
1101,2023,041549891,31-JAN-23,27-JUN-23
1424,2023,046195237,31-JAN-23,27-JUN-23
2239,2023,023883219,31-JAN-23,28-FEB-23
0590,2023,040638216,31-JAN-23,27-JUN-23
2239,2023,039874871,01-FEB-23,27-JUN-23
2239,2023,008428683,02-FEB-23,27-JUN-23
2239,2023,027893768,02-FEB-23,27-JUN-23
1108,2023,047072286,13-FEB-23,27-JUN-23
1115,2022,022652201,31-AUG-21,28-JUN-22
1135,2023,026537440,31-AUG-22,27-JUN-23
1424,2022,003974780,31-AUG-21,28-JUN-22
2078,2022,036874825,31-AUG-21,28-JUN-22
1203,2022,032911522,31-AUG-21,28-JUN-22
1424,2022,049804066,31-AUG-21,28-JUN-22
1108,2022,019695023,31-AUG-21,28-JUN-22
1424,2023,014834858,31-AUG-22,06-APR-23
1115,2023,042515982,31-AUG-22,27-JUN-23
1112,2022,006811484,31-AUG-21,28-JUN-22
1108,2023,035977850,31-AUG-22,27-JUN-23
1113,2022,048629670,31-AUG-21,28-JUN-22
1105,2022,001159715,31-AUG-21,28-JUN-22
2078,2023,040871510,31-AUG-22,27-JUN-23
2078,2023,044819713,31-AUG-22,27-JUN-23
1112,2023,045519890,31-AUG-22,27-JUN-23
0590,2023,045227536,31-AUG-22,27-JUN-23
1306,2022,022378625,31-AUG-21,28-JUN-22
2078,2022,018502626,31-AUG-21,28-JUN-22
1107,2023,018343302,31-AUG-22,27-JUN-23
1113,2023,010831577,31-AUG-22,27-JUN-23
1108,2023,052553444,31-AUG-22,27-JUN-23
0590,2023,033036923,31-AUG-22,27-JUN-23
1109,2023,038556719,31-AUG-22,27-JUN-23
0590,2023,042059403,31-AUG-22,27-JUN-23
1108,2022,018385469,31-AUG-21,28-JUN-22
0590,2023,046326980,31-AUG-22,27-JUN-23
0590,2023,003557379,31-AUG-22,27-JUN-23
1105,2022,030423710,31-AUG-21,28-JUN-22
1102,2022,021395026,31-AUG-21,28-JUN-22
1108,2022,016372055,31-AUG-21,28-JUN-22
1113,2023,020981925,31-AUG-22,27-JUN-23
1112,2023,029467538,31-AUG-22,27-JUN-23
1105,2022,037744191,31-AUG-21,28-JUN-22
1306,2023,049144257,31-AUG-22,27-JUN-23
0590,2022,037675577,31-AUG-21,28-JUN-22
1103,2022,031602338,31-AUG-21,28-JUN-22
1203,2022,006475629,31-AUG-21,28-JUN-22
2078,2023,039735668,31-AUG-22,27-JUN-23
1304,2023,005054383,31-AUG-22,27-JUN-23
1209,2023,050339713,31-AUG-22,27-JUN-23
1209,2023,018959610,31-AUG-22,27-JUN-23
1209,2023,021703013,31-AUG-22,27-JUN-23
1115,2023,045546216,31-AUG-22,27-JUN-23
0591,2022,032685712,31-AUG-21,28-JUN-22
1115,2023,006400510,31-AUG-22,27-JUN-23
0590,2023,015021968,31-AUG-22,27-JUN-23
0590,2023,022127295,31-AUG-22,27-JUN-23
1203,2022,024724131,31-AUG-21,28-JUN-22
1424,2023,039404133,31-AUG-22,27-JUN-23
1468,2022,011283026,31-AUG-21,28-JUN-22
1108,2022,030440490,31-AUG-21,28-JUN-22
2078,2023,045398329,31-AUG-22,27-JUN-23
2078,2022,035241547,31-AUG-21,28-JUN-22
1113,2023,044719442,31-AUG-22,27-JUN-23
2078,2022,023140156,31-AUG-21,28-JUN-22
1101,2022,008913528,31-AUG-21,28-JUN-22
2078,2022,036854629,31-AUG-21,28-JUN-22
1103,2022,011590081,31-AUG-21,28-JUN-22
0591,2023,017741738,31-AUG-22,27-JUN-23
0591,2023,001260828,31-AUG-22,27-JUN-23
1424,2023,050232777,31-AUG-22,27-JUN-23
0590,2023,003556744,31-AUG-22,27-JUN-23
1103,2022,014271838,31-AUG-21,28-JUN-22
1306,2022,032587199,31-AUG-21,28-JUN-22
2078,2023,008214513,31-AUG-22,27-JUN-23
1113,2022,030446232,31-AUG-21,28-JUN-22
2078,2022,045215655,31-AUG-21,28-JUN-22
1203,2023,042292228,31-AUG-22,27-JUN-23
1203,2023,000977935,31-AUG-22,27-JUN-23
0590,2023,041908162,31-AUG-22,27-JUN-23
1101,2023,050474684,31-AUG-22,27-JUN-23
1108,2023,015861587,31-AUG-22,27-JUN-23
0590,2022,022729983,31-AUG-21,28-JUN-22
1105,2022,000048232,31-AUG-21,28-JUN-22
1101,2023,046414901,31-AUG-22,27-JUN-23
1424,2023,050314682,31-AUG-22,27-JUN-23
2078,2022,032359938,31-AUG-21,28-JUN-22
1102,2022,000439886,31-AUG-21,28-JUN-22
1101,2023,005742128,31-AUG-22,27-JUN-23
2078,2022,036490499,31-AUG-21,28-JUN-22
1108,2022,031850812,31-AUG-21,28-JUN-22
2078,2022,029211845,31-AUG-21,28-JUN-22
0590,2023,001867986,31-AUG-22,27-JUN-23
1424,2023,005980355,31-AUG-22,27-JUN-23
1306,2023,006105366,31-AUG-22,24-OCT-22
1302,2022,021212841,31-AUG-21,28-JUN-22
1424,2022,007460539,31-AUG-21,28-JUN-22
2078,2023,032310014,31-AUG-22,27-JUN-23
1203,2022,035679431,31-AUG-21,28-JUN-22
2078,2023,017097834,31-AUG-22,27-JUN-23
0590,2023,021993994,31-AUG-22,27-JUN-23
1112,2022,035223313,31-AUG-21,24-MAR-22
2078,2022,030347588,31-AUG-21,28-JUN-22
2078,2023,033956997,31-AUG-22,27-JUN-23
1306,2022,047033163,31-AUG-21,28-JUN-22
1111,2022,047368734,31-AUG-21,28-JUN-22
1303,2022,006340047,31-AUG-21,28-JUN-22
2078,2023,001005942,31-AUG-22,27-JUN-23
1424,2022,044649490,31-AUG-21,28-JUN-22
1108,2023,018865668,31-AUG-22,27-JUN-23
1109,2022,030103932,31-AUG-21,28-JUN-22
1424,2022,017157778,31-AUG-21,28-JUN-22
1108,2023,023795884,31-AUG-22,27-JUN-23
0590,2023,045646677,31-AUG-22,27-JUN-23
1115,2022,036111129,31-AUG-21,28-JUN-22
1113,2022,007337620,31-AUG-21,28-JUN-22
1115,2022,005448825,31-AUG-21,28-JUN-22
1102,2022,012864758,31-AUG-21,28-JUN-22
2078,2023,036874825,31-AUG-22,27-JUN-23
1102,2022,003200095,31-AUG-21,28-JUN-22
1101,2022,015425375,31-AUG-21,08-APR-22
0590,2023,050258483,31-AUG-22,16-MAR-23
1102,2022,030774138,31-AUG-21,28-JUN-22
1102,2022,050912089,31-AUG-21,28-JUN-22
1424,2022,046678166,31-AUG-21,28-JUN-22
1111,2022,004233079,31-AUG-21,28-JUN-22
0590,2022,007536650,31-AUG-21,28-JUN-22
1111,2023,044317551,31-AUG-22,27-JUN-23
0590,2023,021506861,31-AUG-22,27-JUN-23
1107,2023,047998191,31-AUG-22,27-JUN-23
1306,2022,006445176,31-AUG-21,28-JUN-22
1105,2023,033470874,31-AUG-22,27-JUN-23
2078,2022,038569126,31-AUG-21,28-JUN-22
2078,2022,026770579,31-AUG-21,28-JUN-22
1103,2022,025773228,31-AUG-21,28-JUN-22
1102,2022,006568340,31-AUG-21,28-JUN-22
1108,2023,000887704,31-AUG-22,27-JUN-23
1108,2022,046702339,31-AUG-21,28-JUN-22
1111,2022,006742093,31-AUG-21,28-JUN-22
1302,2023,029568749,31-AUG-22,27-JUN-23
1112,2022,010376953,31-AUG-21,28-JUN-22
1424,2023,007460539,31-AUG-22,27-JUN-23
1115,2023,030854138,31-AUG-22,27-JUN-23
0591,2022,048868534,31-AUG-21,28-JUN-22
1105,2023,000288176,31-AUG-22,27-JUN-23
0591,2022,006771597,31-AUG-21,28-JUN-22
0590,2023,034703745,31-AUG-22,27-JUN-23
1424,2022,008289077,31-AUG-21,28-JUN-22
1103,2023,003457547,31-AUG-22,27-JUN-23
2078,2023,018771403,31-AUG-22,27-JUN-23
1302,2023,008518699,31-AUG-22,27-JUN-23
2078,2022,032070162,31-AUG-21,28-JUN-22
2078,2023,040421977,31-AUG-22,27-JUN-23
1115,2022,003684306,31-AUG-21,28-JUN-22
1115,2023,028159482,31-AUG-22,27-JUN-23
1115,2023,040712342,31-AUG-22,27-JUN-23
1108,2023,030440490,31-AUG-22,27-JUN-23
1105,2023,045173938,31-AUG-22,27-JUN-23
1105,2023,001532663,31-AUG-22,27-JUN-23
1105,2023,029776334,31-AUG-22,27-JUN-23
1105,2023,008961840,31-AUG-22,27-JUN-23
2078,2023,045355642,31-AUG-22,27-JUN-23
1424,2023,018826991,31-AUG-22,27-JUN-23
2239,2022,009209447,31-AUG-21,28-JUN-22
1303,2023,005510749,31-AUG-22,27-JUN-23
1304,2023,037834158,31-AUG-22,27-JUN-23
1102,2023,029437200,31-AUG-22,27-JUN-23
1115,2022,021510814,31-AUG-21,28-JUN-22
1108,2022,042373085,31-AUG-21,28-JUN-22
1305,2023,024914989,31-AUG-22,27-JUN-23
1306,2023,037975613,31-AUG-22,27-JUN-23
1115,2022,013653226,31-AUG-21,10-SEP-21
1424,2023,000118019,31-AUG-22,27-JUN-23
1103,2022,031258214,31-AUG-21,28-JUN-22
1103,2022,022140686,31-AUG-21,28-JUN-22
1306,2022,032476534,31-AUG-21,28-JUN-22
0590,2023,006222690,31-AUG-22,27-JUN-23
1203,2022,022766811,31-AUG-21,28-JUN-22
2078,2022,013168829,31-AUG-21,28-JUN-22
1115,2022,012855251,31-AUG-21,28-JUN-22
1107,2023,023737688,31-AUG-22,27-JUN-23
1103,2022,032107048,31-AUG-21,28-JUN-22
1112,2023,010787191,31-AUG-22,27-JUN-23
1306,2022,016035611,31-AUG-21,28-JUN-22
1306,2022,041632788,31-AUG-21,28-JUN-22
0590,2023,007536650,31-AUG-22,27-JUN-23
1424,2022,032771926,31-AUG-21,28-JUN-22
1112,2023,036109610,31-AUG-22,27-JUN-23
1115,2022,001163709,31-AUG-21,28-JUN-22
0590,2023,021377685,31-AUG-22,27-JUN-23
1115,2023,048151147,31-AUG-22,27-JUN-23
2078,2022,001227918,31-AUG-21,28-JUN-22
2078,2023,029635282,31-AUG-22,27-JUN-23
1115,2022,008312788,31-AUG-21,28-JUN-22
1115,2022,039578704,31-AUG-21,28-JUN-22
1109,2022,012773868,31-AUG-21,28-JUN-22
1113,2023,019769562,31-AUG-22,27-JUN-23
1105,2022,002696988,31-AUG-21,28-JUN-22
2239,2023,039433520,31-AUG-22,27-JUN-23
1108,2023,000279126,31-AUG-22,27-JUN-23
2078,2023,002316090,31-AUG-22,27-JUN-23
0590,2023,025796252,31-AUG-22,27-JUN-23
1203,2022,040195043,31-AUG-21,28-JUN-22
1112,2023,007815054,31-AUG-22,27-JUN-23
1108,2023,032171424,31-AUG-22,27-JUN-23
1303,2023,005688925,31-AUG-22,27-JUN-23
2078,2023,015223630,31-AUG-22,27-JUN-23
1105,2022,038802642,31-AUG-21,28-JUN-22
2078,2022,050083824,31-AUG-21,28-JUN-22
2078,2022,010115732,31-AUG-21,28-JUN-22
1115,2022,026668443,31-AUG-21,28-JUN-22
2078,2022,008062706,31-AUG-21,28-JUN-22
1105,2022,002559798,31-AUG-21,28-JUN-22
1113,2022,015672026,31-AUG-21,28-JUN-22
1113,2023,007337620,31-AUG-22,27-JUN-23
1115,2023,005448825,31-AUG-22,27-JUN-23
1107,2023,038644218,31-AUG-22,27-JUN-23
1306,2022,014568647,31-AUG-21,28-JUN-22
1102,2023,003200095,31-AUG-22,27-JUN-23
2078,2022,025101057,31-AUG-21,28-JUN-22
2078,2022,036719541,31-AUG-21,28-JUN-22
1424,2023,046678166,31-AUG-22,27-JUN-23
1135,2022,052484186,31-AUG-21,28-JUN-22
0590,2023,015453971,31-AUG-22,27-JUN-23
0590,2022,006507736,31-AUG-21,28-JUN-22
1105,2023,047621009,31-AUG-22,27-JUN-23
0319,2023,052138105,31-AUG-22,27-JUN-23
2078,2022,015696322,31-AUG-21,28-JUN-22
2078,2022,006388509,31-AUG-21,28-JUN-22
0319,2023,030537592,31-AUG-22,27-JUN-23
1111,2023,047368734,31-AUG-22,27-JUN-23
1104,2023,052569705,31-AUG-22,27-JUN-23
2078,2023,029311850,31-AUG-22,27-JUN-23
1102,2023,028181858,31-AUG-22,27-JUN-23
1112,2022,027374512,31-AUG-21,28-JUN-22
1306,2022,000251067,31-AUG-21,28-JUN-22
1306,2023,044847649,31-AUG-22,27-JUN-23
1105,2022,052150506,31-AUG-21,28-JUN-22
0590,2022,038258159,31-AUG-21,28-JUN-22
1115,2022,046641537,31-AUG-21,28-JUN-22
2239,2022,018453747,31-AUG-21,28-JUN-22
1108,2023,030230313,31-AUG-22,27-JUN-23
2078,2022,031799571,31-AUG-21,28-JUN-22
1102,2023,024841836,31-AUG-22,27-JUN-23
1112,2022,018100959,31-AUG-21,28-JUN-22
2239,2022,038614278,01-OCT-21,28-JUN-22
1108,2023,013360319,31-AUG-22,27-JUN-23
1305,2022,046872751,31-AUG-21,28-JUN-22
0319,2022,052138105,31-AUG-21,28-JUN-22
0319,2022,030537592,31-AUG-21,28-JUN-22
1102,2022,009140089,22-SEP-21,28-JUN-22
2239,2023,041968810,01-OCT-22,31-JAN-23
0319,2022,049602593,29-SEP-21,28-JUN-22
1424,2022,050747873,28-SEP-21,28-JUN-22
2078,2022,008448277,31-AUG-21,28-JUN-22
1115,2022,024300825,04-OCT-21,28-JUN-22
2239,2023,025739310,01-OCT-22,27-JUN-23
2239,2023,014865670,01-OCT-22,27-JUN-23
1303,2022,030015359,13-OCT-21,28-JUN-22
1203,2023,002071786,31-AUG-22,27-JUN-23
1113,2023,042885153,31-AUG-22,27-JUN-23
1113,2023,048993134,31-AUG-22,27-JUN-23
1113,2023,033414914,31-AUG-22,27-JUN-23
2239,2022,030016597,14-OCT-21,28-JUN-22
1245,2022,019830976,31-AUG-21,28-JUN-22
2256,2022,004828365,31-AUG-21,28-JUN-22
1424,2023,028154913,31-AUG-22,27-JUN-23
1311,2022,029675999,31-AUG-21,28-JUN-22
1105,2023,040765464,31-AUG-22,27-JUN-23
1105,2023,031438766,31-AUG-22,27-JUN-23
1104,2023,012091238,31-AUG-22,27-JUN-23
1107,2022,004066024,31-AUG-21,28-JUN-22
1108,2022,041672719,31-AUG-21,28-JUN-22
1102,2022,040633290,31-AUG-21,28-JUN-22
2078,2023,046082807,31-AUG-22,27-JUN-23
1108,2023,014353768,31-AUG-22,27-JUN-23
0590,2022,000681677,31-AUG-21,08-SEP-21
1305,2023,040361173,31-AUG-22,27-JUN-23
1105,2022,048794854,31-AUG-21,28-JUN-22
1112,2022,032526668,31-AUG-21,28-JUN-22
1112,2022,015741854,31-AUG-21,28-JUN-22
1102,2023,030155429,31-AUG-22,27-JUN-23
1108,2022,050338921,31-AUG-21,28-JUN-22
1306,2022,000562612,31-AUG-21,28-JUN-22
1111,2023,003884237,31-AUG-22,27-JUN-23
1105,2022,043975722,31-AUG-21,28-JUN-22
1115,2022,016952047,31-AUG-21,28-JUN-22
1424,2022,008689508,31-AUG-21,28-JUN-22
2256,2023,035525741,31-AUG-22,27-JUN-23
1115,2022,046677002,31-AUG-21,28-JUN-22
1105,2023,043117002,31-AUG-22,27-JUN-23
1303,2023,007060057,31-AUG-22,27-JUN-23
1135,2023,006911458,31-AUG-22,27-JUN-23
0590,2023,024545304,31-AUG-22,27-JUN-23
1305,2022,023172290,31-AUG-21,28-JUN-22
1105,2022,018805714,31-AUG-21,28-JUN-22
1305,2022,042643503,31-AUG-21,28-JUN-22
1305,2022,011060408,31-AUG-21,28-JUN-22
1102,2023,006568340,31-AUG-22,27-JUN-23
1424,2022,017006801,31-AUG-21,28-JUN-22
1108,2023,046702339,31-AUG-22,27-JUN-23
1111,2023,006742093,31-AUG-22,27-JUN-23
1115,2023,033991622,31-AUG-22,27-JUN-23
0590,2023,049362552,31-AUG-22,27-JUN-23
1306,2022,033066797,31-AUG-21,28-JUN-22
0590,2023,002559798,31-AUG-22,27-JUN-23
1105,2023,034590167,31-AUG-22,27-JUN-23
1103,2023,028246107,31-AUG-22,27-JUN-23
1108,2022,043537449,31-AUG-21,28-JUN-22
1107,2022,052826980,31-AUG-21,28-JUN-22
1112,2022,010740323,31-AUG-21,28-JUN-22
1112,2022,007449870,31-AUG-21,28-JUN-22
1105,2022,012799616,31-AUG-21,28-JUN-22
1303,2023,024918501,31-AUG-22,27-JUN-23
1305,2022,039048641,31-AUG-21,28-JUN-22
1102,2022,011631281,31-AUG-21,28-JUN-22
1105,2022,046349529,31-AUG-21,28-JUN-22
0590,2023,015012777,31-AUG-22,27-JUN-23
1424,2022,028533983,31-AUG-21,28-JUN-22
1111,2022,041496879,31-AUG-21,28-JUN-22
1101,2023,041088403,31-AUG-22,27-JUN-23
1135,2023,030580485,31-AUG-22,27-JUN-23
2078,2023,006388509,31-AUG-22,27-JUN-23
1305,2022,040163405,31-AUG-21,28-JUN-22
2239,2023,020852290,31-AUG-22,27-JUN-23
1305,2022,049402218,31-AUG-21,28-JUN-22
1113,2022,044202712,18-OCT-21,28-JUN-22
2239,2022,032179724,15-OCT-21,28-JUN-22
1115,2022,035876904,18-OCT-21,20-JAN-22
2239,2023,023647762,03-OCT-22,27-JUN-23
1102,2022,045276079,15-NOV-21,28-JUN-22
1109,2022,043367920,08-NOV-21,28-JUN-22
1112,2023,001799403,19-SEP-22,27-JUN-23
1111,2022,019964692,10-JAN-22,28-JUN-22
