COURSE_COSE,COURSE_ENGLISH_FULL_NAME,COURSE_ENGLISH_SHORT_NAME,COURSE_FRENCH_FULL_NAME,COURSE_FRENCH_SHORT_NAME
CMH3120,First Aid/CPR for Children,First Aid/CPR for Children,Secourisme et RCR 2,Secourisme et RCR 2
COM1080,Digital Design 1,Digital Design 1,Conception numerique 1,Conception numerique 1
COM2070,Printing Techniques 1,Printing Techniques 1,Impression/techniques 1,Impression/techniques 1
COM2110,Animation 2,Animation 2,Animation 2,Animation 2
CON3020,Masonry Work - Structures & Finishes,Masonry-Struct&Finish,Ouvrages de maçonnerie et leur finition,Ouvrages de maconnerie
CON3010,Concrete - Structures & Finishes,Concrete-Struct&Finish,Travail du béton,Travail du beton
CON3160,Cabinetmaking - Cabinets & Countertops,Cabinet-Cabint&Counter,Menuiserie 3 - Meuble support et revêtement,Menuiserie 3
COS1040,Forming & Finishing 1,Forming & Finishing 1,Mise en plis/finition 1,Mise en plis/finition 1
COS2910,COS Project B,COS Project B,COS - Projet B,COS - Projet B
COS3210,Nail Care,Nail Care,Soins des ongles,Soins des ongles
COS3180,Male Facial Grooming 2,Male Facial Grooming 2,Soins visag. hommes 2,Soins visag. hommes 2
COS3290,Competition Cosmetology,Competition Cosmetology,Concours soins esthetiq.,Concours soins esthetiq.
CRA3445,CRA Practicum Course B,CRA Practicum Course B,CRA - Stage B,CRA - Cours pratique B
CRA3455,CRA Practicum Course D,CRA Practicum Course D,CRA - Stage D,CRA - Cours pratique D
